#OTUID	KOSMOS.D1.M1BS	KOSMOS.D1.MPBS	KOSMOS.D15.M1AS	KOSMOS.D15.MPAS	KOSMOS.D24.M1A	KOSMOS.D24.MPAS	KOSMOS.D32.M1AS	KOSMOS.D32.MPAS	KOSMOS.D36.M1AS	KOSMOS.D36.MPAS	KOSMOS.D42.M1AS	KOSMOS.D42.MPAS	KOSMOS.D48.M1AS	KOSMOS.D48.MPAS	KOSMOS.D8.M1AS	KOSMOS.D8.MPAS
a6fd2d00a1797b607397a8b932e5dc40$Unassigned	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
D_3__Micrococcales_D_4__Microbacteriaceae$a7bff48f773cdeeb1d43f8d2580237d2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
a8cf0312ab027b98a53df84414717dbf$Unassigned	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$a9c5ad60ca4a2434c7d93475c0f29063	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
aa7bea882fa36a03eea0d62ebd5cd7df$Unassigned	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$aa90ad468cb7c12377f6ef840d09fe16	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ab38be45111b5976449c20bd48b70f8d$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
D_3__Gaiellales_D_4__uncultured$ac2a88220c4b6cf5d46c715fa08fee3e	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Myxococcales_D_4__MidBa8$ac6df7dac1dfe15c61f522cb527eae95	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
aded094f90b9a1813f499edc3f3d9f11$Unassigned	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
D_3__Sphingobacteriales_D_4__Lentimicrobiaceae$afd5086c7ece7cb73b74549a775041fa	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
D_3__Thiohalorhabdales_D_4__Thiohalorhabdaceae$b0314aed5614f8447412a1e8c034a27a	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
D_3__Campylobacterales_D_4__Sulfurovaceae$b0365015b5442dd3d1aecdb93f453cd4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
b1cbdc4dd1ef93d8ff2dd7acd49eaa89$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
b1ccb5e463da7640ee5bdec845247052$Unassigned	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Campylobacterales_D_4__Sulfurovaceae$b3ad9a1c7629733a4880fa50e34c9c45	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Micavibrionales_D_4__Micavibrionaceae$b41d1c3ff49acf7028eeb589c1bd5aab	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
b4c206a0f4a443c80d2aaa42743c1268$Unassigned	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
D_3__Sphingomonadales_D_4__Sphingomonadaceae$b57fc0422703ea181260ae588c8e2658	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
b74ebd87c9e450837b9542d9e0dba971$Unassigned	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
D_3__Deinococcales_D_4__Deinococcaceae$b7f08876fc76a9d0af53dad3a765762e	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
D_3__Bacteroidales_D_4__Marinifilaceae$b803ee2fd4ea1b3cd5cb5fea1091b424	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$b979abb98a6a0eb40eaec1c303e3b992	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
D_3__Oceanospirillales_D_4__Oleiphilaceae$b998bc72a49cd91e23bdadb192985771	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
D_3__Campylobacterales_D_4__Thiovulaceae$ba15b92fd66e97fecb7c81e428a44f63	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ba776181f7f098f1b35b63fe0e4df878$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
D_3__Rhizobiales_D_4__Devosiaceae$baa7c9b590dd2afd618c96035c93c777	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
bd3c35df0d63938cfec68b522a9aa7e2$Unassigned	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
bd912ebd092cd2422be82c59c6a308dd$Unassigned	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$bdf8f339aa79143a071dc4d5a0dff8f2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
be042721306b1fe1bb06681bd093bfa7$Unassigned	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
D_3__Candidatus_Peregrinibacteria_D_4__uncultured_bacterium$bed3447050fd7af2e28756b29e3eea58	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
D_3__Thermoanaerobaculales_D_4__Thermoanaerobaculaceae$bf32aa3e968f6ff3d968e408be17d5cf	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
D_3__Desulfuromonadales_D_4__Sva1033$bf339e66062ab8a1043e83bf0c4f2d54	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
D_3__Arenicellales_D_4__Arenicellaceae$c153ccb45a71c97aa90b5ebd4fc4453d	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
c26e460be51b416922715bde342e938a$Unassigned	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
c32c8b19f1b30095172b82d4db554bdd$Unassigned	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
D_3__Coxiellales_D_4__Coxiellaceae$c379e6f989d6e979a56116ee6acd5cf7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$c5d8881c74543fbd44312c805d2f4d5a	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
c6d2e65b38e6c7b383d8b9daf8c4e55e$Unassigned	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c715dd3d3ba80674b656c467120f6b70$Unassigned	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
c7ddcf0f1397b84612611b1854688d52$Unassigned	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Chromatiales_D_4__Sedimenticolaceae$c9096fb8e9b9dbfd240d1daa4717c2e1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
c96b7f3743b5b1ac5dbb2f68a606f441$Unassigned	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Sphingobacteriales_D_4__Lentimicrobiaceae$c9d3c1b4ea9580d20e390f32d020e9b0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Babeliales_D_4__uncultured_bacterium$ca0e1fc762edef9edd5060cbc960d0c3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
D_3__Cloacimonadales_D_4__MSBL8$cacd907fb6f669634c3fb1bca3bce71f	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
D_3__Xanthomonadales_D_4__Xanthomonadaceae$caf3abe5d4bdad756194835b8f76aa6c	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
cb72207e1e21614503b8114226c00a74$Unassigned	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Izimaplasmatales_D_4__Izimaplasmataceae$cbadb778e37c6d7c5585a283a3f35ef1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ce8e3485f0ed94d7ee8ce697350b40b6$Unassigned	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$ce9aa2d2e2cf8d21ebec296a7bbc6f03	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Chitinophagaceae$ceb784c8a5bfd19e0a4dcd94cf0b4c90	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
$cece2feee75d987f5c84570ac6ac797a	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$ceef106e4a6aa2dcba658f42b730622e	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$cfa983e8db68e4fd5cc24f63588a5cd8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
D_3__UBA10353_marine_group_D_4__uncultured_bacterium$d043627da5c2a7a9101aaf5963fe7da1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
d07d4781cc4d1c828294853b52d9ed1a$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
D_3__Fusobacteriales_D_4__Fusobacteriaceae$d094ff26d5d3086db6de43e87338e5b3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Micavibrionales_D_4__Micavibrionaceae$d24bce8b38e1e53ba86f71eb149fb297	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_II$d2784562eecd36580311f16d41cbd814	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
d2ba5de466aa8532c9340c4598565d8b$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
D_3__Thiomicrospirales_D_4__Thioglobaceae$d33b15fb6e40eecd7dfdeda21049612b	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
D_3__Kordiimonadales_D_4__Kordiimonadaceae$d71c8019994812a294a59b989108921f	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobulbaceae$d7aab9a504c8358241db0241bc4952eb	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Balneolales_D_4__Balneolaceae$d865a462c9ebbdab045d1f65d0a8e20c	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
D_3__Microtrichales_D_4__Microtrichaceae$da0e9b3418f3982bfc8aac8c1a3428d2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$da2896aa7859a8ed584225479a594852	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Planctomycetales_D_4__Rubinisphaeraceae$da7bdc75e92f33e6385e5b283354f4c1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
daa0f3fa240953f3599c95292ad335a5$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
D_3__Rhodobacterales_D_4__Rhodobacteraceae$db19e65a353b2bfeb8c25b7d28eedd26	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_II$dbd091a31c22889e811ec4ba477d5b51	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dc712271cbaffd9e8eb0cdf139e025ff$Unassigned	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Caulobacterales_D_4__Caulobacteraceae$dcf5d18dee63221fc71c01ef150a4811	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dd6101055ccfe75facfef30ca3dc4a72$Unassigned	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ddfc83e55238774bdb507c48db09c525$Unassigned	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
de11f42eb27d1e6bc0052fd1b5a74ab5$Unassigned	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Thiotrichales_D_4__Thiotrichaceae$de3067bb2d26d8d55e6790fffc704480	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
de728c735cde00a30386938a281a6365$Unassigned	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
dea6d5c2d44ab630a5293665627d6f3d$Unassigned	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Clostridiales_D_4__Lachnospiraceae$df17ed1fa8c47eddef0143f20227c103	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
D_3__Alteromonadales_D_4__Marinobacteraceae$dfe781759580d6c4c129ee0bfe0b8350	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
e0083e913a1b9bc738eb6ba8e8b9b69c$Unassigned	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
e3ff1343e646416d3eb5311aadae2711$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
D_3__Oceanospirillales$e4dfe73c9bf11fb502e05a4dae71c86f	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$e51ec26626cb087b2e75a196cd0ea3a3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$e5edc02603034a563929840d8758e56c	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$e6480fe7e42a304e27f8599a93259739	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$e7312173a5c4888b8e985cedbbc986d3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$e7cccb6cf14b87a079b9768db4c7c6dc	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
e878a46f5ef491449827a5c80a1dcbee$Unassigned	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$e9c83ec20d581d4a7f8cce400a3e606f	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
D_3__Oligoflexales_D_4__053A03-B-DI-P58$ea00e38b5875d6bb011f38d05939d435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
$ebb4f68e6768b0d211e88b59ba260611	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
D_3__Vibrionales_D_4__Vibrionaceae$ebffe5e47b327314c5f571b67d57bde2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
D_3__EPR3968-O8a-Bc78_D_4__uncultured_marine_bacterium$eda6e6e7f84d22ff45ba40c3ffe37e6a	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
D_3__Oceanospirillales_D_4__Oleiphilaceae$eea3a48dbc263e622b0bdf4874374291	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
D_3__Candidatus_Pacebacteria_D_4__uncultured_bacterium$f10029756eaafdef3d8292ba61a593b1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f1268079d002bb7cdd6d47e0e074ba18$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
f2395a33fe96d0cda8d2c29fedecf4e2$Unassigned	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
f2e6028047896efbde73f8a1074ad33d$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
f39cc89689c4715bb85aff3436d3488d$Unassigned	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
D_3__Alteromonadales_D_4__Pseudoalteromonadaceae$f3c99fce0cbf82032b9b3d86934ed611	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
D_3__Paracaedibacterales_D_4__Paracaedibacteraceae$f4dcc0eb986c15538ec7f2a9bf6493cb	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
f4dced154367bc697669fe70dc9aa571$Unassigned	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
f4f6f176f22f1aea68789a7b4b38b3b4$Unassigned	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
D_3__Rickettsiales_D_4__Midichloriaceae$f510cc06bc745a2c8e0f78ed644ecdb8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
f513112416843c209e362bf670961605$Unassigned	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
f55791173e1076f841c83806ad5fe4c9$Unassigned	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Steroidobacterales_D_4__Woeseiaceae$f575e93d343b80e33edf0e4908a009e5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
f5b571c377be781e4a424b97b0b78c01$Unassigned	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
D_3__Clostridiales_D_4__Lachnospiraceae$f6e8642506a2bef6fe394808b0805ae8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
f75367e2ba27344b7a74fe1307aa1714$Unassigned	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$f828e494e09e3225298d988b88488d0b	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
D_3__Microtrichales_D_4__Microtrichaceae$f839ed3ae25df695e22e18daaf6fcbeb	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
f85a1de9a21f7e0727097c6106481605$Unassigned	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f8c6f53d8491d806eda408aad523dfcc$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
D_3__SAR11_clade_D_4__Clade_I$f8d4f96832824f22d2a57ee38f5892c0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
D_3__Alteromonadales_D_4__Alteromonadaceae$f905f112993c49b26e4220097d8d1d77	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$f94139d4d0ef39f0500ae58aec31395d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
D_3__Milano-WF1B-44$fa06aa8d833c466204846fb6ce4416c7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
D_3__Cellvibrionales_D_4__Spongiibacteraceae$fc93dd2b449a85cbfc68acc407ec7f70	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
fcc8ab14e111f6cd3226d82defa28a19$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
D_3__Cellvibrionales_D_4__Spongiibacteraceae$feac18f1dc8f50d11c9e277c2d5a413e	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
D_3__Spirochaetales_D_4__Spirochaetaceae$feb227e9f2aaece06eb1229ed442c225	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
D_3__Campylobacterales_D_4__Sulfurovaceae$fece2e6f3ac761cc649515d8cf4446b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
D_3__Sphingomonadales_D_4__Sphingomonadaceae$ff351eb101600f200fd50d797e71fa6d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
D_3__Flavobacteriales_D_4__NS9_marine_group$ff5168cd0fa7c671e5df75d1c8c651fb	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$0079c55cb978a84ffd28c13533da3f91	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Clostridiales_D_4__Family_XII$0122dbba80bb62672b41065e7a40995d	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
02149dc0deef8b69f33ab6e359b9cc8d$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Propionibacteriales_D_4__Nocardioidaceae$0215e9d6ad1eb7105c2336d2af2ca1eb	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0338cab81c0d92090c8b072be62c7ad1$Unassigned	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobulbaceae$03c195c15d884be6463a7a4b0bc9dd8a	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
03d0954a0b3c92c5b2d1d04c87f4bfe4$Unassigned	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__NRL2$03fac857d6370bcb37f5fc5e248a031a	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Gemmatimonadales_D_4__Gemmatimonadaceae$03fd3cac82bd7f248614fc2f55e05753	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Lentisphaerales_D_4__Lentisphaeraceae$049a3a9712de1d3d318e9114efd3b7d2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
D_3__Bacteroidales_D_4__Prolixibacteraceae$049e0b67f78bfe70e6420033c5568d4a	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
05a2d4e539a2c9dd441e47c55bd9331f$Unassigned	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0612127e3805ee50f3014bf2ced3cbab$Unassigned	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Campylobacterales_D_4__Arcobacteraceae$07f5cd8a5bf1bdfe65dfeac46b796183	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
083197bf81d25402fa2ee6673c0f984d$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_3__Micrococcales_D_4__Micrococcaceae$086889c6dd63e95061b51b3745e6c6c2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
087cad880755074b4d9cfcd20a93d1f6$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
0ab4542ab6d7c9a2fca016ef3306afd6$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Ga0077536_Ambiguous_taxa$0b08723f63d916dbd311eede31ec2056	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
0bdfa4aa1c96a04fc4d90f803b51a707$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__Anaerolineales_D_4__Anaerolineaceae$0d06e92e36078854fad5624e9f4a7f1f	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
0d2a0d897f1158becf7af53d6c6dfc2c$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_3__Thiotrichales_D_4__Thiotrichaceae$0deccfc448781f5d31124edb0d68e263	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Desulfovibrionales_D_4__Desulfovibrionaceae$0eff07cfd55af4634ee4970d58979a45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
0f18c32eb59fac57243733d0be284a5f$Unassigned	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Oceanospirillales_D_4__Saccharospirillaceae$0f8de18190b490cf767f728b0de6d652	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$0ff5f3ea1b3722b59a8660c7f02a10e1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$0ff896902aff44abb1c34eff20bfc56d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_3__Micavibrionales_D_4__Micavibrionaceae$106ecf97296b663ba6332e4ce21d0ee3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Bacteroidales_D_4__Bacteroidetes_BD2-2$10b1e0246967b467cfd9e48cb50346c5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Oceanospirillales_D_4__Nitrincolaceae$1153659a6a3d41f470ddbf93a87df620	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$12902cc7b48a3ba8105013bfb57c90cc	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
139806b057c91399734c67e33a724064$Unassigned	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
13b5001db06fa49a924b596b8c7790c2$Unassigned	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Francisellales_D_4__Francisellaceae$1425f6d0d5b11b2edc7e207dcd67a3e5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
D_3__Bacteroidales_D_4__Prolixibacteraceae$14454343ca732696c82c7202a23bff42	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$144dad8472ed219136c7e4a77e965bf1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
D_3__Desulfuromonadales_D_4__Desulfuromonadaceae$15a049e0bc3e876daf87f5497a779162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_3__Victivallales_D_4__BD2-3$15b2f607fe1936cd7c006baeb9415bf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
15eaf250ac02d6a6abd5c33f6df0bb47$Unassigned	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
1631e2833ba2373ba26498dbfdba3716$Unassigned	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$16467197957ef4bacba69f92d639c3a1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Clostridiales_D_4__Ruminococcaceae$16bc690877d4894117b647bb3d01a926	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Methylophilaceae$16e4ad9702ad3650a228d43eac1852d4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Micavibrionales_D_4__uncultured$19372e4f093d63a88ac6ea55a784d961	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
19423019e3854d716b3b94a9e3235598$Unassigned	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
19564c39c2340cd889c20fc1548d3162$Unassigned	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$1969dde60bcfa7afa68512f1907f07de	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
198aa326471e3a72c200b6a3a5a384c5$Unassigned	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
19c90537ea4671a2a6622ee0a2d40cb8$Unassigned	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
1a8d9e9e42f37ade6cae3e59e59050a7$Unassigned	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Saccharimonadales_D_4__uncultured_bacterium$1abb74db28080717b7852b12f49515eb	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
D_3__marine_metagenome_D_4__marine_metagenome$1acefb0e6e33b2542e9e46eaa6daba55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1bb580428c63a938ea031309eb7d85fe$Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_3__Chitinophagales_D_4__Saprospiraceae$1cdc4539616d5227af0a6f476448952e	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$1d0f5e4b46f63eb147fbc6e9498d424d	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
1d5d5681891669bc42220afdbdff6eff$Unassigned	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
1dec39143031ea3d38a70ec186e52215$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
1e97f56c25dbb704f53106a907115d43$Unassigned	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
1ea616b5c1350c0c41788e544ce5bc90$Unassigned	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_I$1ed7a6d10408d323fcb9298453e7eb62	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
