#OTUID	KOSMOSD15_M1AS_X	KOSMOSD15_MPAS_X	KOSMOSD1_M1BS_X	KOSMOSD1_MPBS_X	KOSMOSD24_M1AS_X	KOSMOSD24_MPAS_X	KOSMOSD32_M1AS_X	KOSMOSD32_MPAS_X	KOSMOSD36_M1AS_X	KOSMOSD36_MPAS_X	KOSMOSD42_M1AS_X	KOSMOSD42_MPAS_X	KOSMOSD48_M1AS_X	KOSMOSD48_MPAS_X	KOSMOSD8_M1AS_X	KOSMOSD8_MPAS_X
ASV_25067	0	0	0	43	0	7	0	9	0	3	0	9	0	4	2	0
ASV_25068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_25070	2	23	0	0	0	0	0	0	0	0	0	1	0	0	0	7
ASV_25075	0	0	19	18	0	0	0	1	0	11	0	18	0	0	1	5
ASV_25077	5	4	3	6	0	0	0	0	1	0	0	0	0	0	0	4
ASV_25078	0	0	0	0	0	0	0	31	0	0	0	0	0	45	0	0
ASV_25082	0	0	0	0	0	0	0	0	0	0	0	2	0	5	2	0
ASV_25088	0	0	39	36	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25089	2	9	10	14	10	1	0	0	2	0	0	0	0	1	0	11
ASV_25090	1	12	9	10	7	1	0	1	0	3	0	0	0	0	0	19
ASV_25091	0	31	4	4	10	5	0	4	0	3	0	2	0	1	0	7
ASV_25092	0	1	3	0	0	9	0	0	0	0	0	0	0	0	29	26
ASV_25093	0	8	1	2	0	5	9	5	4	1	5	1	0	1	0	2
ASV_25094	7	0	0	0	61	0	6	0	0	0	0	0	0	0	1	0
ASV_25097	0	6	2	1	0	0	0	0	0	0	0	0	0	5	0	8
ASV_25101	0	5	2	2	4	1	0	0	0	1	0	0	0	2	0	5
ASV_25103	12	0	0	0	0	2	2	0	54	0	4	0	0	0	0	0
ASV_25107	1	15	18	8	0	1	0	1	0	2	0	0	0	2	0	11
ASV_25110	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_25111	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25116	0	7	7	5	0	1	0	11	0	5	0	1	0	0	0	12
ASV_25117	0	0	0	0	0	0	0	0	0	0	2	0	65	0	0	2
ASV_25119	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	71
ASV_25121	5	0	0	0	2	0	3	0	60	0	1	0	1	0	0	0
ASV_25122	1	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0
ASV_25123	0	17	0	0	0	0	0	0	0	0	0	0	0	55	0	0
ASV_25124	0	0	0	0	0	0	0	0	71	1	0	0	0	0	0	0
ASV_25136	1	9	4	5	1	0	0	0	0	1	0	0	0	4	0	11
ASV_25137	0	10	0	1	0	0	0	0	11	10	0	34	0	4	0	0
ASV_25140	0	0	0	0	1	0	3	0	18	0	11	0	38	0	0	0
ASV_25148	1	4	3	2	0	3	0	4	0	1	0	0	0	8	1	4
ASV_25152	11	0	0	0	14	0	22	12	11	0	0	0	0	0	0	0
ASV_25155	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_25156	3	3	2	1	1	5	0	0	0	0	0	0	0	4	40	3
ASV_25157	2	10	5	6	0	7	0	4	0	0	0	7	14	12	1	0
ASV_25160	0	0	0	0	0	0	0	2	0	2	0	19	32	10	0	4
ASV_25167	0	0	34	11	0	0	0	0	0	0	0	0	0	2	0	20
ASV_25168	66	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_25193	0	0	0	0	2	0	17	0	31	0	10	0	4	1	0	0
ASV_25195	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25196	36	0	0	1	1	2	0	0	0	0	0	0	0	0	0	4
ASV_25205	0	5	6	6	7	2	0	1	0	5	0	1	0	1	0	1
ASV_25208	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
ASV_25209	1	0	0	4	0	0	17	0	39	0	1	0	3	0	0	0
ASV_25212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0
ASV_25214	4	0	0	0	0	0	11	0	43	0	7	0	0	0	0	0
ASV_25222	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_25229	16	0	0	0	30	0	0	0	1	0	17	0	0	0	0	0
ASV_25230	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25238	4	6	2	1	7	0	3	0	21	0	3	3	0	1	0	4
ASV_25244	1	2	4	4	0	0	2	22	0	1	0	1	0	2	0	9
ASV_25246	0	0	0	0	0	0	6	0	44	0	11	0	1	1	0	0
ASV_25251	33	0	7	7	0	0	0	3	0	0	0	0	0	0	9	2
ASV_25253	0	17	3	11	3	3	0	0	1	4	0	0	0	7	0	8
ASV_25254	4	1	0	5	0	1	0	11	0	6	0	6	0	24	0	4
ASV_25256	43	0	0	0	0	1	0	0	0	1	0	0	3	0	0	14
ASV_25257	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_25265	0	17	6	6	0	0	0	0	2	2	0	0	0	0	0	5
ASV_25269	0	10	1	6	3	5	0	2	1	4	0	1	0	3	0	5
ASV_25286	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	24
ASV_25287	14	2	0	0	0	0	5	0	39	0	0	0	0	0	0	0
ASV_25288	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
ASV_25292	0	0	0	0	17	0	20	0	8	0	0	0	2	0	0	0
ASV_25294	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_25298	1	9	14	11	1	0	1	0	0	0	0	0	0	0	0	9
ASV_25299	27	0	1	0	0	0	5	0	3	0	1	0	14	3	0	5
ASV_25300	0	0	0	0	0	0	53	0	0	0	0	2	0	3	0	0
ASV_25312	0	20	7	9	0	4	0	0	0	1	0	0	0	5	0	3
ASV_25322	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_25323	0	0	0	0	10	0	3	0	32	0	5	0	2	0	2	1
ASV_25325	0	0	9	6	7	1	4	0	4	0	5	0	2	3	0	6
ASV_25326	3	12	2	1	2	0	0	1	0	1	0	13	0	17	3	1
ASV_25327	0	6	1	0	0	3	0	27	0	6	0	2	1	10	0	0
ASV_25328	0	1	1	8	6	6	0	19	0	0	0	4	6	0	0	1
ASV_25330	11	0	0	0	0	3	0	5	0	3	0	17	0	17	0	0
ASV_25338	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ASV_25344	0	3	3	6	0	13	0	16	0	2	0	0	0	8	0	4
ASV_25346	0	3	0	0	0	5	0	0	0	0	0	1	0	46	0	0
ASV_25361	0	6	37	11	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25362	0	2	25	22	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25363	0	11	9	5	0	3	0	0	0	9	0	0	0	0	0	11
ASV_25364	0	47	0	0	0	0	1	0	0	2	0	0	0	0	0	0
ASV_25365	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25381	5	3	0	1	10	2	1	2	5	0	0	0	8	2	0	3
ASV_25383	33	7	7	2	0	2	0	0	0	0	0	0	0	2	0	0
ASV_25384	0	0	0	52	0	0	0	0	1	0	0	0	0	0	0	0
ASV_25385	3	5	0	2	13	1	0	0	13	1	2	0	1	3	0	4
ASV_25386	15	0	0	0	32	3	0	0	1	0	2	0	0	0	0	0
ASV_25396	5	0	0	0	6	0	7	0	19	0	6	0	4	0	2	0
ASV_25400	0	13	0	1	0	0	0	23	0	1	0	3	0	11	0	0
ASV_25402	19	0	0	0	7	0	8	0	16	0	0	0	0	2	0	0
ASV_25412	2	0	3	0	0	0	0	0	15	0	23	0	5	0	0	0
ASV_25419	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	48
ASV_25420	2	0	0	0	2	0	5	0	37	0	3	0	0	0	0	2
ASV_25421	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0
ASV_25433	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_25440	2	6	2	2	0	1	0	3	0	0	0	0	0	3	0	3
ASV_25443	0	0	0	0	0	0	0	7	0	5	0	1	0	18	0	4
ASV_25444	0	0	0	0	1	0	9	0	29	0	11	0	0	0	0	0
ASV_25445	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0
ASV_25458	1	6	3	1	13	0	5	0	6	0	0	3	0	1	1	2
ASV_25461	0	0	3	1	0	0	0	25	0	0	0	14	0	2	0	3
ASV_25462	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
ASV_25463	3	1	0	1	0	2	26	0	1	0	2	1	0	0	6	0
ASV_25465	17	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
ASV_25466	1	0	0	0	13	0	5	0	27	0	3	0	0	0	0	0
ASV_25483	39	0	0	2	1	0	0	4	0	0	0	0	0	0	0	2
ASV_25484	0	1	0	2	12	0	0	0	2	0	0	0	0	0	31	0
ASV_25498	0	0	0	0	0	0	0	0	14	0	1	0	0	0	32	0
ASV_25499	13	0	0	0	1	2	11	0	19	0	0	0	0	0	0	1
ASV_25500	11	0	0	0	0	0	1	0	18	0	1	0	15	1	0	0
ASV_25509	0	0	0	0	0	1	0	0	0	1	3	4	0	15	0	0
ASV_25511	1	4	2	3	0	0	0	0	0	1	0	0	0	2	0	0
ASV_25519	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	40
ASV_25520	0	10	1	2	3	0	0	1	2	3	0	0	0	3	0	5
ASV_25521	1	0	0	5	6	1	0	9	0	0	0	0	0	24	0	0
ASV_25522	0	0	0	1	3	0	0	1	11	0	0	0	1	1	0	4
ASV_25523	3	0	0	0	3	0	2	0	36	0	0	0	1	0	1	0
ASV_25524	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25525	6	0	0	0	13	0	0	0	14	0	13	0	0	0	0	0
ASV_25526	0	0	0	0	0	0	0	22	1	4	0	12	0	7	0	0
ASV_25534	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
ASV_25536	0	1	10	7	0	16	0	9	0	0	0	1	0	0	0	0
ASV_25537	1	7	2	1	0	0	0	1	0	0	0	0	2	2	0	11
ASV_25538	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25539	1	0	0	1	9	5	9	0	0	2	0	4	0	5	3	0
ASV_25540	1	0	0	0	0	0	0	2	0	3	0	10	0	1	0	0
ASV_25542	0	1	0	0	0	0	0	1	16	0	27	0	0	0	0	0
ASV_25554	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25557	0	8	5	4	1	0	0	0	2	1	0	0	0	2	0	2
ASV_25558	0	10	0	1	0	4	0	0	0	0	0	0	0	14	0	1
ASV_25560	22	0	0	0	0	0	1	0	1	0	10	0	5	0	2	0
ASV_25561	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7
ASV_25562	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25563	23	1	0	0	0	0	16	0	3	0	0	0	1	0	0	0
ASV_25565	0	0	0	0	0	0	0	2	8	0	31	0	2	1	0	0
ASV_25566	0	0	0	0	0	0	0	0	39	0	3	0	2	0	0	0
ASV_25567	0	0	0	0	0	0	0	0	15	0	19	0	10	0	0	0
ASV_25581	0	6	1	0	0	1	0	0	2	5	0	3	0	4	4	11
ASV_25582	0	0	0	1	0	0	3	0	3	0	2	0	34	0	0	0
ASV_25583	7	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ASV_25584	0	0	0	0	29	0	2	0	12	0	0	0	0	0	0	0
ASV_25585	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_25604	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_25605	0	7	5	0	0	3	0	3	0	3	0	2	0	4	0	0
ASV_25606	0	6	0	1	0	5	0	8	0	3	0	1	0	5	0	5
ASV_25608	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_25609	0	1	0	0	0	12	0	0	0	7	0	18	0	4	0	0
ASV_25616	2	4	3	2	0	0	0	11	1	4	0	0	0	0	0	1
ASV_25621	0	0	0	3	0	0	0	0	0	0	0	2	0	1	1	0
ASV_25622	1	0	3	24	0	1	0	4	0	1	0	0	0	1	0	4
ASV_25623	0	5	2	1	0	3	0	1	6	9	0	0	10	4	0	0
ASV_25624	34	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25627	1	9	0	0	0	0	0	2	4	2	0	3	0	8	7	4
ASV_25639	1	0	4	6	3	0	1	0	8	0	7	0	10	0	0	0
ASV_25640	0	4	0	1	0	1	0	4	0	8	0	1	0	5	0	7
ASV_25643	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ASV_25645	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_25660	0	0	0	0	0	17	0	0	3	0	1	0	0	0	5	0
ASV_25661	0	0	0	0	0	0	0	12	13	0	8	0	6	0	0	0
ASV_25675	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_25682	3	2	1	0	2	0	0	4	0	0	0	2	0	9	1	0
ASV_25686	7	2	1	0	6	0	3	0	12	0	0	0	0	0	4	3
ASV_25687	0	14	0	1	0	0	0	12	0	1	0	3	0	3	0	2
ASV_25690	8	0	0	0	0	0	16	0	12	0	2	0	0	0	0	0
ASV_25691	0	0	0	0	24	0	2	0	9	0	3	0	0	0	0	0
ASV_25700	0	1	3	0	0	0	0	0	0	0	1	2	0	8	0	2
ASV_25707	1	0	0	0	1	0	1	0	23	0	0	0	0	0	0	0
ASV_25708	1	4	1	0	2	0	0	1	1	2	0	0	0	2	0	5
ASV_25710	0	0	1	36	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25712	0	0	0	0	31	0	0	0	5	0	0	0	1	0	0	0
ASV_25723	0	0	0	1	0	1	0	0	0	1	0	0	0	12	0	1
ASV_25728	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25729	3	3	0	0	0	2	1	1	0	0	0	0	0	0	0	0
ASV_25730	32	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0
ASV_25731	10	0	0	0	21	0	4	0	1	0	0	0	0	0	0	0
ASV_25732	0	0	0	0	2	0	0	0	29	0	4	0	1	0	0	0
ASV_25733	0	0	0	0	0	0	4	0	5	0	26	0	1	0	0	0
ASV_25743	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ASV_25750	0	4	0	1	0	0	0	0	0	0	0	0	0	9	3	1
ASV_25754	4	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25755	0	2	1	0	0	0	0	0	0	1	2	2	1	2	2	0
ASV_25756	0	10	0	25	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
ASV_25759	0	0	0	0	0	1	0	0	34	0	0	0	0	0	0	0
ASV_25767	0	0	0	2	11	0	0	0	4	0	0	0	0	0	0	0
ASV_25775	6	5	9	4	0	1	0	4	0	0	0	1	0	4	0	0
ASV_25776	0	6	7	0	1	0	0	1	0	0	1	0	0	2	0	5
ASV_25777	2	9	5	4	2	2	0	1	0	2	0	0	0	1	0	1
ASV_25781	0	7	0	0	0	4	0	0	0	0	0	0	0	2	0	1
ASV_25790	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_25795	0	7	3	3	1	0	0	1	0	1	0	0	0	1	0	1
ASV_25796	0	3	2	2	0	2	0	0	0	0	0	0	0	0	0	3
ASV_25797	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25799	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_25800	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25801	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_25802	0	0	0	0	0	0	0	5	0	4	0	23	0	1	0	0
ASV_25813	0	0	0	0	0	21	0	0	0	0	1	0	0	0	0	0
ASV_25826	2	4	11	2	1	2	0	0	0	0	0	0	0	0	0	2
ASV_25827	0	1	11	1	0	0	0	3	0	1	0	2	0	2	0	4
ASV_25828	10	0	1	1	15	0	0	0	3	0	0	0	0	1	1	0
ASV_25832	0	0	0	0	5	0	24	0	0	0	0	0	0	0	1	1
ASV_25833	5	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
ASV_25834	0	6	0	0	4	0	0	2	0	4	0	0	0	7	0	0
ASV_25835	4	1	0	0	0	0	5	0	5	0	1	0	1	0	0	0
ASV_25836	0	1	0	0	0	4	0	0	3	1	0	0	0	0	0	0
ASV_25837	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_25838	0	0	0	0	1	0	0	0	11	1	18	0	0	0	0	0
ASV_25839	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0
ASV_25840	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0
ASV_25855	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_25866	0	10	4	0	0	2	0	0	0	0	0	0	0	8	0	0
ASV_25867	0	2	4	0	0	0	0	0	0	1	0	0	11	0	0	0
ASV_25868	3	0	2	5	8	0	0	0	3	0	1	0	4	0	4	0
ASV_25869	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	5
ASV_25870	0	3	0	0	0	7	0	21	0	0	0	0	0	0	0	0
ASV_25871	0	0	0	0	0	0	0	0	0	0	0	2	0	29	0	0
ASV_25882	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25886	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25887	0	2	2	0	2	0	0	1	0	0	0	0	0	0	0	2
ASV_25895	0	8	1	2	0	8	0	4	0	0	0	0	0	2	1	0
ASV_25896	0	1	1	0	0	0	0	0	0	7	0	5	0	16	0	0
ASV_25897	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25898	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_25899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_25900	5	0	0	0	0	0	1	0	0	0	1	1	18	0	0	0
ASV_25901	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_25909	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_25916	0	0	0	0	0	0	6	0	3	0	7	0	10	0	0	0
ASV_25927	0	3	7	5	3	0	0	0	0	0	0	0	0	0	0	0
ASV_25930	1	0	2	1	3	0	1	0	3	0	0	0	0	0	0	0
ASV_25931	0	0	1	2	0	2	0	0	0	0	0	2	0	4	17	1
ASV_25932	0	0	1	2	1	0	0	0	2	0	7	0	16	0	0	0
ASV_25933	0	4	0	11	0	0	0	1	0	4	0	3	0	3	0	0
ASV_25935	0	5	0	0	0	1	0	1	0	2	0	3	0	1	0	3
ASV_25936	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_25937	0	5	0	0	16	0	0	2	6	0	0	0	0	0	0	0
ASV_25938	0	0	0	0	0	0	7	2	20	0	0	0	0	0	0	0
ASV_25939	0	0	0	0	0	0	0	0	0	0	3	0	26	0	0	0
ASV_25946	0	3	0	2	0	0	0	3	0	0	0	0	0	2	0	3
ASV_25948	0	1	2	1	0	0	0	1	0	0	0	1	0	3	0	0
ASV_25952	0	4	6	1	1	0	0	0	0	0	0	0	0	2	0	0
ASV_25960	0	1	11	5	0	4	0	2	0	0	0	0	0	2	0	1
ASV_25961	13	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25963	0	0	0	0	0	0	0	0	3	0	0	0	0	0	13	0
ASV_25964	0	2	0	0	5	0	2	1	6	1	2	1	4	1	0	3
ASV_25965	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ASV_25966	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25967	0	14	0	0	0	2	0	3	0	1	0	5	0	1	0	0
ASV_25969	0	0	0	0	3	0	18	5	0	0	0	0	2	0	0	0
ASV_25971	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0
ASV_25976	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25980	0	0	1	0	0	0	0	0	0	13	0	0	0	2	0	0
ASV_25982	0	2	2	0	0	0	0	2	0	3	0	0	0	1	0	4
ASV_25986	0	1	2	0	2	1	0	9	0	3	0	3	0	5	0	0
ASV_25988	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25994	1	1	0	0	6	0	0	2	6	0	2	3	2	1	0	0
ASV_25995	0	1	3	2	0	0	0	0	0	0	0	8	0	0	4	9
ASV_25996	0	11	1	0	7	0	0	0	2	1	0	0	0	0	0	0
ASV_25997	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	12
ASV_25998	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1
ASV_26001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV_26002	11	0	0	0	0	0	0	0	13	0	0	0	0	0	0	3
ASV_26003	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2
ASV_26004	0	0	0	0	2	0	6	0	1	0	0	0	1	0	0	0
ASV_26005	3	0	0	0	0	0	0	0	3	0	16	0	4	0	0	0
ASV_26006	0	6	0	0	0	1	0	10	0	0	0	3	0	7	0	0
ASV_26007	0	0	0	0	0	0	0	0	23	0	4	0	0	0	0	0
ASV_26021	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_26023	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_26024	0	1	0	0	0	0	0	0	0	1	0	2	0	18	0	2
ASV_26032	0	4	2	3	8	3	0	2	1	1	0	0	0	0	0	0
ASV_26033	3	1	2	0	0	0	0	0	1	0	0	0	9	0	0	0
ASV_26034	0	13	0	12	0	0	0	0	0	0	0	0	0	0	0	1
ASV_26036	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0
ASV_26037	0	0	0	0	0	1	1	0	4	0	0	0	0	2	0	0
ASV_26038	0	0	0	0	23	0	0	0	0	0	3	0	0	0	0	0
ASV_26039	0	0	0	0	0	0	0	0	20	0	2	0	4	0	0	0
ASV_26040	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0
ASV_26055	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
ASV_26064	0	1	2	2	0	0	0	0	0	0	0	0	0	2	0	4
ASV_26072	0	4	3	3	2	1	1	0	4	2	2	0	0	0	2	0
ASV_26073	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6
ASV_26075	0	0	0	0	2	2	0	0	10	0	2	0	2	2	2	2
ASV_26076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
ASV_26077	2	1	0	0	0	1	0	0	0	0	0	0	0	3	0	2
ASV_26078	2	0	0	0	1	0	0	0	11	0	9	0	1	0	0	0
ASV_26080	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26081	13	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0
ASV_26082	0	0	0	0	0	0	13	0	12	0	0	0	0	0	0	0
ASV_26083	0	0	0	0	0	0	0	0	0	0	0	0	3	22	0	0
ASV_26084	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_26098	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_26099	0	2	2	1	0	0	0	2	0	2	0	1	0	5	0	0
ASV_26102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_26107	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26110	0	4	7	0	0	0	0	2	0	0	0	0	0	1	0	10
ASV_26111	1	0	5	2	4	2	0	0	1	0	0	0	0	5	1	2
ASV_26112	0	0	3	1	0	2	1	0	1	0	0	1	0	3	0	1
ASV_26113	0	2	0	2	1	0	0	0	11	1	0	0	4	2	0	0
ASV_26114	1	0	0	1	12	0	0	0	6	0	0	3	1	0	0	0
ASV_26115	0	0	0	0	0	0	0	0	4	0	16	0	0	0	1	0
ASV_26116	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	7
ASV_26117	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5
ASV_26118	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
ASV_26120	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26121	0	0	0	0	0	0	0	0	22	2	0	0	0	0	0	0
ASV_26145	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_26152	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0
ASV_26155	13	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV_26161	1	2	8	7	0	0	0	0	0	0	0	0	0	1	0	2
ASV_26162	0	3	6	1	0	0	0	3	0	2	0	0	6	0	0	2
ASV_26163	0	7	3	0	0	0	0	1	0	2	0	1	0	3	0	6
ASV_26164	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26165	0	2	1	0	0	0	0	2	0	0	0	1	0	3	0	7
ASV_26166	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26167	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	1
ASV_26168	1	0	0	0	10	0	0	0	0	0	1	0	10	0	1	0
ASV_26169	0	0	0	0	2	1	0	0	12	0	0	0	0	0	1	4
ASV_26171	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ASV_26172	2	0	0	0	0	0	2	0	10	0	0	0	9	0	0	0
ASV_26173	0	0	0	0	4	0	0	0	3	0	4	0	12	0	0	0
ASV_26174	0	0	0	0	0	0	0	0	0	0	0	10	0	13	0	0
ASV_26190	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ASV_26205	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_26208	3	0	2	0	1	0	2	0	7	0	4	0	1	0	0	0
ASV_26209	0	0	5	4	3	0	0	0	0	0	0	0	0	0	0	4
ASV_26210	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_26211	0	0	0	2	0	0	0	0	0	0	2	0	0	2	16	0
ASV_26214	0	0	0	0	0	0	0	0	0	0	0	13	0	5	3	0
ASV_26215	11	0	0	0	0	0	0	0	0	0	1	0	8	0	0	2
ASV_26216	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_26217	0	0	0	0	0	0	5	0	17	0	0	0	0	0	0	0
ASV_26219	0	0	0	0	0	0	0	0	13	0	9	0	0	0	0	0
ASV_26240	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_26244	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_26248	0	0	0	1	0	0	0	0	0	0	0	2	0	2	4	0
ASV_26251	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_26257	0	0	6	4	0	0	11	0	0	0	0	0	0	0	0	0
ASV_26258	0	1	3	2	0	0	0	2	0	0	0	1	0	4	7	1
ASV_26259	0	1	1	1	2	1	0	0	5	2	0	1	0	0	0	0
ASV_26260	18	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
ASV_26265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
ASV_26266	1	0	0	0	0	0	0	0	0	4	0	0	0	4	0	2
ASV_26267	15	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0
ASV_26268	15	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV_26269	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26270	0	19	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_26271	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
ASV_26272	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0
ASV_26273	0	0	0	0	0	0	0	0	5	0	6	0	10	0	0	0
