#OTUID	KOSMOSD15_M1AS_X	KOSMOSD15_MPAS_X	KOSMOSD1_M1BS_X	KOSMOSD1_MPBS_X	KOSMOSD24_M1AS_X	KOSMOSD24_MPAS_X	KOSMOSD32_M1AS_X	KOSMOSD32_MPAS_X	KOSMOSD36_M1AS_X	KOSMOSD36_MPAS_X	KOSMOSD42_M1AS_X	KOSMOSD42_MPAS_X	KOSMOSD48_M1AS_X	KOSMOSD48_MPAS_X	KOSMOSD8_M1AS_X	KOSMOSD8_MPAS_X
ASV_14025	11	0	1	9	156	0	48	6	30	0	2	0	1	10	0	2
ASV_14066	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0
ASV_14068	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
ASV_14077	1	6	1	2	0	1	0	0	0	2	0	0	0	0	0	0
ASV_14114	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_14159	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_14192	0	8	0	0	0	0	0	2	0	0	0	0	0	2	0	1
ASV_14213	32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_14285	14	31	1	7	4	9	54	9	60	4	0	2	9	13	5	32
ASV_14423	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	4
ASV_14430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_14431	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_14478	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
ASV_14609	0	1	1	1	0	0	0	2	0	1	0	1	0	5	0	0
ASV_14761	0	0	0	0	0	1	0	19	0	0	0	2	0	10	0	0
ASV_14927	41	206	9	3	20	9	128	49	269	7	9	29	181	27	5	30
ASV_15107	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_15115	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_15120	0	0	0	0	0	0	1	0	0	0	0	1	0	5	0	0
ASV_15121	0	9	2	0	0	5	0	2	0	1	0	3	0	12	0	3
ASV_15139	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_15156	6	12	2	2	32	3	0	6	2	5	0	0	0	12	0	29
ASV_15159	8	25	32	16	23	5	3	9	5	4	0	3	0	4	1	23
ASV_15185	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_15192	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_15194	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_15200	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_15214	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_15221	0	7	3	1	0	0	0	0	0	0	1	8	0	0	0	0
ASV_15329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_15330	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_15342	0	0	21	24	138	4	0	1	0	0	0	2	0	2	0	0
ASV_15359	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15363	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15375	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15386	0	1	0	1	0	1	0	0	0	0	0	4	0	2	1	0
ASV_15387	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_15392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_15476	0	2	0	0	0	0	0	2	0	0	0	1	0	11	0	0
ASV_15502	0	3	7	0	0	3	0	0	0	0	0	2	0	1	0	4
ASV_15549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_15660	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0
ASV_15730	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
ASV_15742	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15759	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15772	2	1	0	2	0	0	0	0	0	2	1	6	0	4	2	4
ASV_15791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_15805	0	1	1	1	1	3	0	0	0	2	0	0	0	3	0	1
ASV_15818	0	13	3	0	0	0	0	1	0	0	0	0	0	0	2	2
ASV_15820	0	1	3	8	0	1	0	1	0	0	0	0	0	6	2	6
ASV_15884	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_15912	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15915	0	3	3	0	0	0	0	9	0	2	0	0	0	0	0	0
ASV_15996	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
ASV_16010	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16021	0	0	2	3	0	0	0	2	0	3	0	5	0	3	0	0
ASV_16045	0	0	0	0	3	0	3	1	3	0	0	0	0	1	0	0
ASV_16086	0	1	0	0	0	0	0	0	0	1	0	5	0	7	0	0
ASV_16090	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0
ASV_16246	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV_16259	0	356	14	68	0	25	0	0	0	56	43	1661	51	64	783	27
ASV_16536	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_16599	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_16600	0	11	24	2	0	15	0	4	0	3	0	0	0	0	0	85
ASV_16614	0	0	0	0	0	0	12	0	262	0	0	0	0	2	0	0
ASV_16623	0	0	0	0	5	0	115	0	31	0	45	3	85	7	0	0
ASV_16651	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ASV_16672	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16684	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	5
ASV_16688	0	4	0	4	0	0	0	1	0	0	0	0	0	0	8	6
ASV_16706	4	45	19	27	0	5	0	5	2	9	0	6	0	7	0	26
ASV_16726	23	0	0	0	4	0	0	0	254	0	130	2	344	2	0	0
ASV_16760	0	0	0	0	1	0	0	0	1	0	40	0	47	0	0	0
ASV_16785	0	5	3	0	0	4	0	6	0	0	0	0	0	1	0	0
ASV_16843	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_16943	0	5	4	4	1	6	3	3	19	2	7	0	6	5	0	0
ASV_16948	0	0	0	1	0	0	5	0	31	0	6	0	1	0	1	2
ASV_16985	0	4	0	0	0	3	0	1	0	0	0	0	0	2	0	1
ASV_16996	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ASV_17020	0	0	65	11	0	0	0	0	0	0	0	0	0	3	0	0
ASV_17046	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17115	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_17119	5	0	0	1	27	0	21	0	44	0	7	0	6	4	28	23
ASV_17133	0	0	0	0	0	1	0	4	0	0	0	4	0	5	0	0
ASV_17144	0	10	0	0	0	5	0	0	0	0	0	7	0	5	0	0
ASV_17162	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_17183	10	146	0	0	0	13	0	42	0	3	0	0	0	16	0	0
ASV_17234	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ASV_17238	1	10	10	9	3	5	0	0	0	3	0	0	0	0	0	8
ASV_17242	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17295	6	0	0	0	27	0	128	1	532	0	107	1	8	9	0	0
ASV_17310	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_17325	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17346	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	1
ASV_17357	0	32	63	76	0	7	0	0	0	0	0	0	0	2	0	0
ASV_17426	1	8	9	11	2	1	0	0	2	0	0	0	0	0	1	5
ASV_17457	1	13	0	0	0	2	0	0	0	0	0	3	0	0	5	6
ASV_17543	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17571	25	0	22	1	13	1	0	2	7	0	1	4	0	0	0	0
ASV_17579	0	3	2	1	1	2	0	2	0	1	0	3	0	4	0	2
ASV_17617	0	1	0	1	0	1	0	9	0	0	0	4	0	6	0	18
ASV_17627	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4
ASV_17653	0	1	0	0	0	1	0	1	0	2	0	0	0	5	0	0
ASV_17681	0	0	0	0	0	0	0	0	0	0	2	4	0	41	0	0
ASV_17704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_17811	0	0	0	4	0	6	0	0	14	0	0	0	0	0	0	0
ASV_17821	0	2	4	0	0	0	0	1	0	0	0	1	0	1	0	0
ASV_17822	5	0	0	0	0	0	0	4	4	0	3	5	0	16	0	0
ASV_17842	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_17967	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0
ASV_18031	0	0	0	0	0	0	0	0	7	0	1	0	7	0	0	0
ASV_18044	0	2	1	2	0	0	0	3	0	1	0	2	0	0	0	0
ASV_18055	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_18096	600	0	0	0	226	0	46	0	567	0	26	0	21	0	0	0
ASV_18107	0	1	0	3	0	0	3	191	5	15	29	348	5	1116	0	2
ASV_18162	10	99	18	41	43	45	23	31	3	18	9	8	291	36	18	10
ASV_18186	13	0	0	0	16	0	24	0	621	0	179	0	68	0	0	0
ASV_18187	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV_18222	448	0	0	0	51	0	96	1	229	1	42	0	0	0	21	0
ASV_18223	0	1	0	5	0	0	0	4	0	0	0	0	0	0	0	0
ASV_18234	0	0	0	0	0	0	0	0	28	0	4	0	24	0	0	0
ASV_18237	0	3	2	0	0	0	0	1	0	0	0	5	0	0	0	5
ASV_18244	62	2	4	0	3	9	15	3	76	3	43	5	121	8	0	5
ASV_18254	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV_18323	89	0	0	0	5	0	258	1	815	0	321	0	147	0	0	2
ASV_18361	0	0	36	0	0	32	0	0	13	0	3	0	0	0	1424	56
ASV_18462	0	2	10	8	0	0	1	1	0	0	0	0	0	0	0	7
ASV_18884	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_19032	0	0	0	0	0	0	1	2	11	0	0	0	0	4	0	2
ASV_19044	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ASV_19091	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_19184	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ASV_19302	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_19372	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_20039	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_20042	0	3	1	1	3	0	1	0	13	0	1	0	0	2	0	2
ASV_20113	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ASV_20156	4	3	3	0	0	2	0	3	0	0	0	1	0	2	0	1
ASV_20210	3	2	1	1	0	0	0	2	2	1	0	0	0	3	0	8
ASV_20259	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_20282	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_20316	0	1	0	0	0	0	0	0	0	0	5	4	0	2	0	0
ASV_20365	188	17	307	112	409	9	1285	193	1983	4	1523	58	1556	50	243	6
ASV_20367	1	0	0	0	16	0	4	0	13	0	2	0	0	0	3	0
ASV_20410	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0
ASV_20572	35	503	93	278	12	50	0	12	1	41	3	1	0	13	36	657
ASV_20633	0	0	0	0	3	0	0	0	291	0	4	0	5	0	0	0
ASV_20663	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_20711	0	0	0	0	0	0	0	0	0	0	1	7	0	4	0	0
ASV_20717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_20786	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_20801	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	2
ASV_20848	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0
ASV_20870	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_20904	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV_20935	1	8	8	4	6	0	0	0	0	3	0	3	0	5	0	3
ASV_21031	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0
ASV_21039	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_21082	1	5	0	1	1	0	0	0	4	1	0	0	0	0	1	7
ASV_21094	0	3	3	2	1	1	0	2	0	1	0	0	0	1	0	0
ASV_21117	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_21183	56	21	143	7	2	181	0	0	9	0	3	0	0	0	44	35
ASV_21195	0	0	0	0	2	0	4	0	12	0	0	0	1	0	0	0
ASV_21198	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	3
ASV_21219	521	8	76	75	1248	24	25	15	45	1	7	0	4	7	198	6
ASV_21234	634	7	21	23	0	16	0	25	0	1	0	4	0	14	6	4
ASV_21249	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_21309	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_21332	1	0	6	2	8	1	0	4	0	0	0	0	0	0	0	2
ASV_21343	438	3	0	0	0	0	0	4	13	6	1	9	0	2	0	0
ASV_21392	0	0	0	0	0	0	5	0	10	0	2	0	3	0	0	0
ASV_21397	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_21462	1	0	0	3	0	0	0	0	4	0	28	0	7	0	0	0
ASV_21496	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_21526	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
ASV_21533	0	0	0	0	0	0	0	2	0	2	0	3	0	3	0	0
ASV_21564	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_21610	0	1	2	3	0	0	0	0	0	1	1	0	0	0	0	0
ASV_21691	0	43	6	7	0	55	0	2	0	0	0	2	0	8	1	3
ASV_21727	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	0
ASV_21810	0	7	5	2	0	0	0	2	0	4	0	2	0	9	0	2
ASV_21833	0	0	0	0	0	0	42	0	91	0	0	15	0	0	0	0
ASV_21852	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_21923	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
ASV_21929	10	0	0	0	35	1	0	2	3	0	0	0	0	4	0	0
ASV_22203	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_22338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV_22546	8	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0
ASV_22812	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_22830	0	2	0	0	0	0	1	0	0	2	0	5	0	8	0	0
ASV_22849	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_22864	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10
ASV_22871	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
ASV_22872	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_22873	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_22881	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ASV_22895	0	0	0	0	1	1	0	3	0	0	0	1	0	5	0	0
ASV_22897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_22901	0	1	0	1	0	0	0	3	0	2	0	0	0	0	0	1
ASV_22909	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_22918	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_22922	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_22943	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
ASV_22961	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_22963	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ASV_22981	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ASV_22984	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV_22987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_22989	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_22999	0	1	0	0	0	0	0	0	0	2	0	2	0	4	0	0
ASV_23057	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23064	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23068	2	2	0	1	0	1	0	0	0	0	0	3	0	5	0	3
ASV_23071	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_23098	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_23104	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_23112	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ASV_23128	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0
ASV_23251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_23260	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_23269	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_23287	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_23326	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_23330	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_23345	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_23347	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_23361	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23368	0	0	0	0	0	0	0	3	0	1	0	3	0	3	0	0
ASV_23556	0	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0
ASV_23609	0	21	8	7	3	0	0	6	0	1	0	1	0	9	0	14
ASV_23676	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_23744	4542	625	1835	3618	30451	17314	32150	2201	8119	2691	3836	1979	419	7445	15762	4535
ASV_23745	444	26127	4903	11077	146	31933	1137	8960	2097	1233	743	1540	761	6327	3857	11447
ASV_23746	0	6	0	1	96	0	50861	7	1182	2111	18814	3678	2533	3	0	35
ASV_23747	5	1045	10242	14322	0	3	0	15	99	11068	1	8289	90	6	10166	16524
ASV_23748	4	1803	7445	6771	1	0	0	1678	35	6515	5	10708	7037	618	4028	11853
ASV_23749	3	4410	0	1	4	2587	21	6522	54	7974	45	3207	0	17	0	0
ASV_23751	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ASV_23752	0	0	2	1	0	0	0	0	3	0	0	1	0	0	0	1
ASV_23753	513	5	0	2	208	0	4442	41	670	7	20	1	18	0	6	6
ASV_23754	3188	0	2	0	0	0	29	442	92	62	60	143	0	404	0	40
ASV_23755	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0
ASV_23756	0	8	0	0	0	0	0	0	56	0	0	0	0	2	0	0
ASV_23757	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_23758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_23759	79	643	69	368	0	106	22	6	44	167	113	5470	152	139	2502	53
ASV_23761	3394	0	1	1	138	1	0	0	361	2	0	12	5	0	0	14
ASV_23763	0	43	0	1	4	0	24	3	0	0	0	15	0	0	0	1787
ASV_23764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_23765	43	2729	405	1003	11	3258	111	898	184	79	46	165	93	582	447	1112
ASV_23766	1	0	0	0	0	0	6	0	8770	0	2843	8	0	15	0	0
ASV_23767	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_23768	85	118	19	6	0	33	0	0	4	0	0	0	0	0	29	776
ASV_23769	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_23771	25	4	1	0	0	0	0	10	1	0	0	0	0	3	0	43
ASV_23772	1	147	3	50	8	21	722	50	259	18	260	27	14	260	17	342
ASV_23774	2	159	1	0	82	2180	0	62	23	5779	0	12	0	24	0	7
ASV_23775	1	115	1	0	1	8	1522	108	1407	32	357	21	2441	68	0	51
ASV_23776	20	2	7	1997	130	829	2296	12	126	169	16	14	2	26	1821	38
ASV_23777	1	0	0	1	4	4	7	0	4	0	0	0	7497	1	3	4
ASV_23778	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_23779	34	185	14	64	23	14	80	211	0	21	0	35	0	33	0	168
ASV_23780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_23781	52	9	0	0	0	5	0	13	1	1	1	13	0	8	0	10
ASV_23784	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23786	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0
ASV_23787	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_23788	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_23790	0	151	81	56	0	113	0	507	54	179	48	615	0	2796	1	545
ASV_23791	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_23792	534	15	11	8	655	8	321	6	1060	0	2669	3	18	27	0	3
ASV_23794	0	0	0	0	8	0	102	0	4474	0	245	0	282	0	0	0
ASV_23795	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ASV_23797	106	12	28	139	4296	37	115	0	115	0	0	0	0	0	0	32
ASV_23798	3868	47	44	16	0	7	0	132	0	12	0	28	0	40	569	52
ASV_23799	4	10	0	9	6	7	0	20	15	0	0	2	0	1	0	28
ASV_23800	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
ASV_23801	0	2	2	3	0	0	0	0	0	4	2	4	0	6	0	0
ASV_23802	1083	91	523	578	651	170	70	143	292	42	26	183	78	246	18	120
ASV_23803	5	52	8	15	0	3	0	0	5	0	0	2	0	0	2117	45
ASV_23805	249	7	0	0	0	6	0	3	2	0	0	0	0	0	0	8
ASV_23806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_23807	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_23808	29	212	231	171	0	55	0	11	0	11	7	144	0	690	395	340
ASV_23809	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV_23810	0	12	0	0	0	743	3	2332	19	420	0	407	0	7	0	0
ASV_23811	186	2	74	29	3139	2	138	10	339	0	0	0	3	0	16	0
ASV_23814	218	0	0	75	97	216	314	143	891	192	101	38	0	29	265	161
ASV_23815	11	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1
ASV_23817	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_23818	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23819	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	1
ASV_23820	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ASV_23821	1171	0	0	0	0	11	0	73	0	5	8	40	0	61	0	0
ASV_23822	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ASV_23823	4	0	0	1216	172	0	193	21	541	0	0	0	0	0	0	0
ASV_23824	0	3048	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_23825	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23826	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_23828	0	26	0	0	1	0	0	0	0	0	0	1	0	0	0	6
ASV_23829	6	73	161	189	0	4	1	31	18	78	22	181	1	134	12	29
ASV_23830	1	410	0	1	3	529	0	1838	0	1	0	0	0	0	0	0
ASV_23832	22	234	0	0	0	47	0	9	0	4	0	4	0	8	0	23
ASV_23833	30	13	0	0	0	8	0	16	0	0	0	9	0	4	0	0
ASV_23834	3	42	101	93	0	3	0	27	2	89	0	110	14	223	14	18
ASV_23835	0	0	0	0	0	4	0	0	0	0	1	2	1	2532	0	0
ASV_23836	0	0	1	0	0	0	0	0	0	0	3	0	0	0	2266	254
ASV_23837	0	0	0	0	1	0	0	455	455	0	1344	0	0	0	15	1
ASV_23838	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
ASV_23839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_23840	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_23841	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_23842	2	2176	0	0	0	0	0	0	1	139	0	0	0	0	0	0
ASV_23845	2	0	0	0	3	11	2123	2	78	5	6	6	0	0	32	5
ASV_23849	0	0	0	0	0	3	0	470	0	0	0	1759	0	0	0	0
ASV_23850	85	5	88	101	86	8	117	9	633	0	166	0	819	3	36	33
ASV_23852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_23853	0	2	0	0	0	35	0	14	0	0	0	168	2	1938	0	0
ASV_23854	3	605	53	73	0	13	0	3	0	1	0	1	0	13	0	831
ASV_23857	221	3	116	0	136	0	0	0	0	0	0	0	0	0	40	62
ASV_23861	0	34	42	28	0	50	0	78	0	34	17	113	1	1396	3	174
ASV_23863	3	1	2	2	50	35	1142	3	12	5	8	4	634	17	25	13
ASV_23864	19	2	300	104	0	3	0	0	0	0	0	0	0	0	0	1116
ASV_23865	0	2	0	0	0	15	1	1882	1	8	0	8	0	1	0	0
ASV_23867	0	0	0	0	0	0	1	0	69	0	28	0	1750	0	0	0
ASV_23868	3	1543	1	6	0	58	0	8	0	1	0	57	0	116	0	37
ASV_23870	44	0	0	1	20	0	464	3	51	0	1	0	2	0	2	0
ASV_23872	0	0	0	0	10	0	0	0	273	0	106	0	1388	0	0	0
ASV_23874	0	0	0	0	0	0	1	1754	2	0	0	0	0	0	0	1
ASV_23878	46	78	91	94	0	226	0	101	5	29	0	92	0	99	775	33
ASV_23881	211	0	1	0	0	2	0	0	0	0	0	4	0	0	0	38
ASV_23884	0	29	0	5	0	1	0	0	19	1520	16	38	0	0	0	10
ASV_23888	0	0	0	0	0	0	2	0	6	0	0	0	0	4	0	1
ASV_23889	576	7	0	0	0	0	0	0	0	1	0	0	0	0	0	11
ASV_23893	0	47	86	58	2	36	0	148	0	8	0	16	0	91	0	684
ASV_23900	1	17	0	0	0	8	1	1078	0	25	0	232	0	0	0	1
ASV_23901	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_23902	18	13	496	550	0	8	0	6	0	0	0	0	0	0	0	67
ASV_23903	291	7	10	5	5	2	0	0	87	1	1	0	58	1	0	47
ASV_23905	51	2	0	2	182	2	0	0	496	0	8	0	60	0	0	19
ASV_23907	0	0	0	0	0	3	0	50	26	95	158	553	10	430	0	0
ASV_23911	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_23914	0	0	1	3	42	0	144	0	112	0	304	0	150	0	0	0
ASV_23917	4	10	1177	0	0	0	0	0	0	0	0	26	0	7	0	0
ASV_23919	0	44	13	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23930	1	0	0	1102	2	32	0	0	0	0	0	0	0	0	0	0
ASV_23931	9	0	1	10	0	0	0	0	0	0	0	0	0	0	0	75
ASV_23932	1	0	0	0	0	5	0	1	0	0	0	0	0	0	1128	0
ASV_23936	2	0	2	5	15	19	1037	2	7	0	1	1	0	2	13	1
