#OTUID	KOSMOSD15_M1AS_UU	KOSMOSD15_MPAS_UU	KOSMOSD1_M1BS_UU	KOSMOSD1_MPBS_UU	KOSMOSD24_M1AS_UU	KOSMOSD24_MPAS_UU	KOSMOSD32_M1AS_UU	KOSMOSD32_MPAS_UU	KOSMOSD36_M1AS_UU	KOSMOSD36_MPAS_UU	KOSMOSD42_M1AS_UU	KOSMOSD42_MPAS_UU	KOSMOSD48_M1AS_UU	KOSMOSD48_MPAS_UU	KOSMOSD8_M1AS_UU	KOSMOSD8_MPAS_UU
ASV_9203	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_9241	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV_9265	0	0	0	0	0	0	10	0	0	0	0	11	0	6	0	0
ASV_9274	0	3	0	0	0	0	0	0	0	0	0	25	0	5	0	0
ASV_9276	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_9321	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ASV_9347	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9358	0	9	8	0	7	0	0	7	13	22	5	0	1	0	7	0
ASV_9362	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9373	0	0	0	0	4	0	0	0	7	0	0	5	0	0	0	0
ASV_9375	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_9378	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_9391	0	0	0	0	0	0	0	0	7	0	0	6	0	0	0	0
ASV_9395	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9398	0	0	0	1	0	1	0	0	0	0	0	1	4	0	0	0
ASV_9403	0	0	0	0	0	0	2	0	11	3	0	0	0	0	0	0
ASV_9427	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9456	0	4	24	7	0	9	0	4	0	5	0	2	0	0	0	3
ASV_9529	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9595	0	9	1	0	0	1	0	5	0	2	0	0	0	0	0	0
ASV_9658	4	0	5	5	5	64	124	8	2	10	1	1	2	1	222	0
ASV_9673	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
ASV_9675	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_9694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV_9724	0	2	2	0	0	0	0	0	0	0	0	21	0	1	0	0
ASV_9798	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ASV_9811	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_9816	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV_9857	0	0	0	0	0	0	0	0	0	0	2	24	0	0	0	0
ASV_9874	0	33	24	30	0	11	0	1	0	2	0	11	0	17	0	2
ASV_9875	71	28	130	32	3	11	9	5	56	23	44	10	969	12	23	5
ASV_9903	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_9909	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9913	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9934	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_9940	0	44	0	0	0	0	0	941	0	0	0	0	0	0	68	0
ASV_9949	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_9952	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_9954	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0
ASV_9958	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_9970	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_10015	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_10027	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_10028	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0
ASV_10029	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_10044	3	0	2	3	15	2	32	1	29	0	14	0	7	1	2	0
ASV_10079	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10085	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_10107	0	2	0	0	0	1	0	1	0	4	0	4	0	3	0	0
ASV_10109	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_10117	0	5	0	0	0	0	0	15	0	3	0	11	0	2	0	0
ASV_10146	0	5	92	11	0	0	0	23	0	0	0	18	0	0	15	2
ASV_10157	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_10169	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ASV_10197	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_10203	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10250	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10257	0	0	0	2	0	0	0	1	0	1	0	19	0	0	0	0
ASV_10299	5	1	1	0	0	0	0	2	0	2	0	7	1	0	0	0
ASV_10332	0	0	0	0	0	40	0	2	0	4	0	2	0	0	0	0
ASV_10365	0	0	0	0	0	0	0	7	0	1	0	2	0	0	0	0
ASV_10385	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_10389	0	0	0	0	0	0	0	2	0	12	0	4	0	25	0	0
ASV_10391	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_10415	3	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_10417	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_10424	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
ASV_10426	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_10445	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10454	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10460	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_10469	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_10476	0	5	3	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV_10488	0	14	39	9	0	5	0	11	0	11	0	8	0	81	0	9
ASV_10490	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10556	20	1	56	21	9	0	12	31	37	2	11	9	10	2	13	0
ASV_10595	65	228	5	4	1	587	0	37	1	74	0	14	0	14	79	1
ASV_10597	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10641	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0
ASV_10661	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10669	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_10701	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
ASV_10781	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_10821	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_10825	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ASV_10854	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10864	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10873	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_10891	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_10910	0	1	6	3	0	0	0	0	0	0	0	0	0	0	0	1
ASV_10922	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_10924	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_10941	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV_11008	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
ASV_11112	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_11118	5	385	0	149	2	328	0	0	0	895	7	503	0	99	0	0
ASV_11119	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	15
ASV_11121	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_11125	0	0	31	3	0	0	0	0	0	0	0	0	0	0	2	0
ASV_11159	23	73	14	7	0	11	0	0	0	6	0	2	0	19	4	0
ASV_11173	0	4	37	3	0	2	0	0	0	0	0	1	0	1	0	0
ASV_11213	0	0	1	0	0	0	0	2	17	3	1	0	0	0	0	0
ASV_11250	0	35	42	4	0	1	0	4	0	59	0	6	0	1	0	3
ASV_11270	18	0	0	0	0	0	6	0	21	0	1	0	0	0	1	0
ASV_11306	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_11324	0	2	8	7	0	0	0	0	0	0	0	1	0	0	0	2
ASV_11426	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_11429	0	1	27	5	0	9	0	0	0	0	0	0	0	0	0	7
ASV_11471	0	2	0	0	0	0	0	3	0	0	0	0	0	3	0	0
ASV_11501	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_11595	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11628	0	7	9	1	0	0	0	0	0	0	0	0	0	0	0	2
ASV_11665	0	0	0	0	2	0	0	0	6	0	0	0	0	0	1	0
ASV_11671	0	7	3	0	0	0	0	0	0	0	0	2	0	0	1	0
ASV_11675	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_11689	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_11697	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_11715	0	67	300	44	0	19	0	0	0	0	0	0	0	2	1	91
ASV_11779	0	10	9	2	0	0	0	0	0	5	0	5	0	5	0	0
ASV_11787	29	0	3	0	3	0	15	2	31	0	25	0	22	0	1	0
ASV_11813	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_11851	0	0	26	10	0	0	0	2	0	4	0	35	0	67	2	3
ASV_11895	7	0	0	0	52	0	1	1	0	0	0	4	0	1	0	0
ASV_11908	0	9	6	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_11914	0	88	0	2	0	0	0	0	0	91	0	13	0	254	0	0
ASV_11967	0	51	3	3	0	5	0	2	0	0	0	0	0	0	2	0
ASV_12021	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
ASV_12050	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_12104	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_12124	1	41	33	18	0	15	0	2	0	0	0	0	0	0	0	3
ASV_12137	4	0	9	0	5	1	4	0	7	0	2	0	17	0	0	0
ASV_12149	0	0	0	0	0	0	0	1	0	4	0	1	0	0	0	0
ASV_12201	0	2	11	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_12208	13	10	2	2	0	33	0	27	0	0	0	0	0	0	3	0
ASV_12368	0	0	0	0	0	0	1	0	39	2	103	7	9406	6	0	0
ASV_12552	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_12581	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_12643	226	0	5	0	435	1	478	48	856	32	670	22	440	8	28	4
ASV_12656	0	181	0	0	1	2	0	0	0	0	0	211	0	0	0	0
ASV_12661	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_12675	0	6	23	16	0	9	0	3	0	3	0	3	0	0	2	0
ASV_12696	0	5	0	0	0	2	0	0	1	0	0	0	0	4	0	0
ASV_12719	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12738	6	0	0	0	6	0	1	1	5	3	1	0	28	0	0	0
ASV_12744	41	73	158	117	1	197	0	9	0	28	21	2	0	115	195	0
ASV_12752	0	3	0	0	0	1	0	7	0	3	0	7	0	9	5	0
ASV_12754	0	0	41	7	0	2	0	0	0	0	0	0	0	5	0	0
ASV_12758	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_12764	13	0	0	0	14	0	12	3	31	2	33	3	22	0	0	0
ASV_12773	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12776	6	0	0	0	20	0	7	0	18	1	15	0	10	0	0	0
ASV_12781	0	2	24	4	0	1	0	57	1	41	0	17	0	9	0	0
ASV_12784	0	0	23	7	0	0	0	0	0	7	0	0	0	5	0	0
ASV_12789	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_12793	4	0	0	0	12	0	17	1	37	0	21	0	18	0	0	0
ASV_12800	0	1	2	2	0	0	0	0	0	2	0	0	0	0	0	0
ASV_12817	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0
ASV_12828	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
ASV_12835	0	0	0	0	0	1	0	75	0	0	0	0	0	6	0	0
ASV_12843	0	0	0	4	0	13	0	2	0	3	0	3	0	0	0	0
ASV_12863	0	0	0	0	0	0	0	0	0	221	0	0	0	1	0	0
ASV_12868	0	2	47	94	0	0	0	0	0	0	0	0	0	0	7	5
ASV_12872	0	1	47	23	0	12	0	0	0	0	0	3	0	1	0	0
ASV_12884	0	0	0	0	0	30	0	5	0	0	0	0	0	5	0	0
ASV_12896	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_12899	0	0	0	0	0	0	4	0	25	3	150	1	0	3	0	0
ASV_12908	12	4	3	3	0	27	0	1	0	0	0	1	0	1	0	2
ASV_12914	0	4	0	0	0	5	2	0	21	0	1	0	0	0	0	3
ASV_12915	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12916	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12928	4	0	0	0	7	0	2	0	5	1	15	1	4	0	0	0
ASV_12940	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0
ASV_12943	1	0	0	1	0	55	0	1	0	0	0	2	0	3	0	0
ASV_12950	0	4	15	1	0	26	0	3	0	1	0	0	0	0	0	2
ASV_12951	0	0	6	1	0	0	0	0	0	0	0	0	0	1	0	0
ASV_12953	0	0	0	0	0	0	0	2	0	1	0	3	3	7	0	0
ASV_12966	5	0	0	0	7	0	3	0	18	0	14	0	11	0	2	0
ASV_12967	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12988	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12990	1	0	0	0	15	0	4	0	21	0	1	0	6	0	0	0
ASV_13004	0	3	0	0	0	0	0	14	0	2	0	4	0	0	0	0
ASV_13014	1	13	0	0	0	13	0	131	0	0	2	41	0	189	0	0
ASV_13018	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_13022	2	0	0	0	10	3	5	0	11	0	6	0	1	0	0	0
ASV_13026	0	34	0	0	0	7	0	2	0	0	0	0	5	2	0	0
ASV_13027	92	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_13028	2	0	0	0	6	0	2	0	5	3	7	0	2	0	0	0
ASV_13030	0	0	0	0	4	0	5	0	11	0	8	0	4	0	0	0
ASV_13031	1	0	0	0	12	0	8	0	9	0	8	0	4	0	0	0
ASV_13034	1	0	0	0	2	0	5	0	7	0	10	0	0	0	0	0
ASV_13039	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_13048	397	0	0	0	0	2	0	2	0	0	0	1	0	7	0	0
ASV_13052	0	0	0	0	6	0	2	1	11	1	3	0	7	0	0	0
ASV_13057	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV_13059	7	7	11	0	0	10	0	3	0	20	0	3	0	3	0	14
ASV_13061	0	0	0	0	12	0	3	1	14	0	8	0	10	0	0	0
ASV_13062	5	0	0	0	3	0	4	0	1	2	8	0	3	0	0	0
ASV_13077	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_13081	1	0	0	0	2	0	8	0	2	2	4	0	2	0	0	0
ASV_13084	6	0	0	0	4	0	8	0	9	0	8	2	9	0	0	0
ASV_13085	4	0	0	0	4	0	0	0	7	0	4	0	3	0	0	0
ASV_13101	0	1	2	0	3	5	1	3	0	6	11	1	349	40	0	0
ASV_13121	0	0	0	0	5	0	2	0	12	0	5	0	0	0	0	0
ASV_13124	0	7	2	0	0	0	0	7	0	0	0	1	0	0	0	68
ASV_13132	1	0	0	0	4	0	7	0	8	0	1	0	4	0	0	0
ASV_13135	0	0	0	0	12	0	6	0	5	0	10	0	5	0	0	0
ASV_13143	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_13151	2	0	0	0	4	0	2	0	1	0	7	0	2	0	0	0
ASV_13152	2	0	0	0	6	0	0	0	12	0	8	0	3	0	0	0
ASV_13179	8	5	2	0	0	22	0	0	0	6	0	10	0	22	3	0
ASV_13203	7	0	2	0	14	0	3	0	4	0	0	0	0	0	0	0
ASV_13206	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_13211	0	0	0	0	7	0	3	0	8	3	2	0	9	0	0	0
ASV_13212	2	0	0	0	12	0	6	0	13	0	3	0	8	0	0	0
ASV_13213	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_13224	0	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0
ASV_13227	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_13229	3	0	0	0	7	0	3	0	4	1	6	0	1	0	0	0
ASV_13230	0	0	0	0	3	0	0	1	1	0	9	0	2	0	0	0
ASV_13256	4	0	0	0	8	0	8	0	13	0	1	2	3	0	0	0
ASV_13257	0	0	0	0	8	0	10	0	5	0	4	0	9	0	0	0
ASV_13265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_13273	3	0	0	0	6	0	0	0	6	0	7	0	2	0	0	0
ASV_13275	0	4	0	0	0	23	2	20	0	0	3	0	2	7	0	0
ASV_13276	7	2	4	0	2	2	3	1	11	2	0	0	0	1	0	0
ASV_13280	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0
ASV_13286	0	0	0	0	5	0	1	0	2	0	2	0	1	0	0	0
ASV_13287	0	0	0	0	7	0	0	0	14	0	1	0	5	0	0	0
ASV_13288	1	0	0	0	11	0	4	0	12	0	2	0	4	0	0	0
ASV_13305	1	0	0	0	3	0	1	0	7	2	1	0	10	0	0	0
ASV_13316	0	0	0	0	0	0	0	1	0	0	0	21	0	28	0	0
ASV_13321	0	0	0	0	4	0	3	2	5	0	4	0	4	0	0	0
ASV_13327	0	0	85	15	0	0	0	0	0	0	0	0	0	0	0	0
ASV_13343	1	0	0	0	5	0	1	0	3	0	4	2	2	0	0	0
ASV_13344	0	0	0	0	11	0	1	0	25	1	11	0	5	0	0	0
ASV_13346	0	0	1	0	8	0	2	0	7	0	3	0	0	0	0	0
ASV_13364	0	0	0	0	10	0	6	0	14	0	5	0	10	0	0	0
ASV_13379	0	115	0	0	0	0	0	0	0	5	0	1	0	3	0	0
ASV_13423	3	0	0	0	3	0	3	1	3	0	0	0	1	0	0	0
ASV_13443	0	0	0	0	9	0	5	0	4	0	1	0	5	0	0	0
ASV_13444	0	0	0	0	0	0	1	0	8	0	3	0	10	0	0	0
ASV_13447	2	0	0	0	6	0	4	0	17	0	5	0	5	0	0	0
ASV_13451	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV_13455	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_13473	0	0	0	0	13	0	0	0	9	0	8	0	3	0	2	0
ASV_13474	0	0	0	0	6	0	2	0	4	0	6	0	0	0	0	0
ASV_13475	0	0	0	0	3	0	2	0	6	0	7	0	1	0	0	0
ASV_13477	0	0	0	0	6	0	0	0	9	3	4	0	4	0	2	0
ASV_13480	0	0	0	0	3	0	7	0	1	0	3	0	4	0	0	0
ASV_13481	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV_13503	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	3
ASV_13513	0	30	33	37	0	0	0	4	0	0	0	0	0	0	0	1
ASV_13519	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0
ASV_13525	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
ASV_13549	2	0	0	0	4	1	1	0	2	0	6	0	5	0	0	0
ASV_13551	0	0	0	0	3	0	7	0	8	0	1	0	5	0	0	0
ASV_13552	0	0	0	0	2	0	1	0	2	2	2	0	3	0	0	0
ASV_13585	0	0	0	0	11	0	2	0	20	0	16	0	2	0	0	0
ASV_13586	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV_13590	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_13605	7	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ASV_13627	1	0	0	0	6	0	1	0	1	0	0	0	6	2	0	0
ASV_13639	0	22	0	1	0	6	0	0	4	23	0	27	0	52	0	0
ASV_13655	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_13662	0	0	0	0	6	0	1	0	28	1	4	0	4	0	0	0
ASV_13672	55	57	0	0	0	0	54	2	0	1	0	145	4	113	0	11
ASV_13726	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_13737	2	0	0	0	1	0	2	0	7	0	1	0	5	0	0	0
ASV_13741	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_13803	0	28	345	166	0	25	0	0	0	0	0	0	0	16	0	0
ASV_13845	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0
ASV_13847	3	0	0	0	0	0	0	0	0	0	1	0	5	0	4	0
ASV_13883	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_13889	28	0	31	1	2	5	1	0	4	0	0	0	12	0	4	0
ASV_13923	0	6	0	0	0	0	0	1	0	5	0	3	0	3	0	0
ASV_13948	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV_14034	0	0	0	0	4	0	0	0	3	0	8	0	1	0	0	0
ASV_14073	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV_14111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_14126	0	0	44	42	0	4	0	17	0	4	0	4	0	19	0	7
ASV_14169	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	2
ASV_14212	2	4	3	3	0	1	0	0	10	0	7	0	36	0	0	0
ASV_14300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_14311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV_14317	19	3	1	2	0	0	0	3	0	5	0	0	1	0	0	0
ASV_14363	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_14530	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_14564	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_14610	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_14636	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_14653	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ASV_14696	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_14782	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_15121	0	0	0	1	0	0	0	4	0	0	0	0	0	2	0	3
ASV_15317	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0
ASV_15591	0	3	0	0	0	9	0	3	0	2	1	3	0	0	0	6
ASV_15622	0	0	0	0	0	0	2	0	2	0	0	7	0	2	0	0
ASV_15709	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15720	31	18	56	35	7	44	2	32	11	0	3	9	0	28	5	1
ASV_15786	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_15789	2	0	0	1	0	0	0	10	0	1	0	0	0	0	0	0
ASV_15834	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV_15840	0	0	0	0	0	0	0	115	0	3	0	0	0	0	0	0
ASV_15848	0	0	9	3	0	0	0	0	0	0	0	0	0	0	4	3
ASV_15865	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_15882	0	6	0	0	0	2	0	0	0	78	0	79	0	1	0	2
ASV_15934	0	480	0	0	0	94	0	18	0	2	0	0	0	0	0	0
ASV_15942	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0
ASV_15983	0	0	119	0	0	0	0	0	0	3	0	0	0	2	0	0
ASV_15987	0	0	64	2	0	0	0	0	0	0	0	2	0	11	16	0
ASV_16015	0	72	22	11	0	26	0	9	0	8	0	2	0	4	1	11
ASV_16083	524	40	629	151	0	32	0	18	0	9	0	22	0	151	43	3
ASV_16106	0	2	0	1	0	35	0	2	0	0	0	0	0	0	0	0
ASV_16168	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16169	128	5	11	4	3	3	0	2	0	0	0	0	0	3	1	9
ASV_16198	0	0	3	0	0	6	0	4	0	0	0	2	0	19	0	1
ASV_16278	5	10	3	0	0	5	0	0	0	15	4	144	0	15	66	0
ASV_16284	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0
ASV_16313	0	12	10	18	0	26	0	3	0	0	0	0	0	0	0	2
ASV_16330	0	0	0	0	0	0	0	1	0	4	0	0	0	1	0	3
ASV_16337	104	4	4	0	0	21	0	3	0	2	0	3	0	0	0	0
ASV_16372	386	28	16	0	3	40	7	9	4	11	4	30	42	34	0	11
ASV_16377	48	2	0	0	0	1	0	0	0	0	0	0	0	1	0	3
ASV_16388	0	0	1	0	0	4	8	1	11	1	1	1	0	0	0	0
ASV_16392	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16405	0	0	11	19	0	1	0	9	0	1	0	1	0	0	0	0
ASV_16411	0	10	0	0	0	0	0	0	0	35	0	0	0	0	0	0
ASV_16418	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_16489	0	0	0	0	0	11	0	1	0	0	5	0	0	0	0	0
ASV_16519	38	5	15	12	0	10	5	18	31	12	0	0	3	12	2	69
ASV_16573	19	5	2	3	0	1	0	15	1	12	1	7	19	3	0	7
ASV_16580	0	31	50	146	0	53	0	20	0	2	0	0	0	1	1	92
ASV_16582	0	6	0	0	0	0	0	6	0	17	0	10	0	16	0	0
ASV_16607	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16636	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ASV_16672	0	10	4	0	0	6	0	7	0	2	0	2	1	8	0	2
ASV_16775	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16778	7	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV_16807	18	9	16	0	3	20	0	0	3	0	0	1	0	0	3	55
ASV_16878	0	7	39	27	0	4	0	0	0	0	0	0	0	0	0	0
ASV_16972	98	0	2	2	2	5	0	1	5	0	0	0	2	0	0	0
ASV_16975	0	0	0	0	0	3	13	0	1	0	2	0	14	0	0	0
ASV_17005	0	3	0	0	0	3	0	0	0	0	0	0	0	1	3	8
ASV_17019	0	247	1	40	0	102	0	0	0	1	0	38	0	18	0	2
ASV_17027	1	6	36	14	13	0	0	0	16	1	51	1	99	0	0	0
ASV_17050	0	3	0	0	0	46	0	0	0	0	0	44	0	12	0	0
ASV_17109	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0
ASV_17154	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_17192	0	0	4	0	0	0	0	0	0	0	0	0	0	2	1	2
ASV_17208	0	1	0	4	10	8	18	8	0	0	7	0	42	2	0	0
ASV_17217	6	5	4	0	0	6	0	0	0	0	0	0	0	5	0	0
