"","ASV","KOSMOS.D3.control1","KOSMOS.D3.control2","field_blank_mean_perc","envt_mean_perc","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1915","D_3__Alteromonadales_D_4__Idiomarinaceae$d179e47785887c07ec5f1e32e41e6399",16,0,3.05505592661756e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Idiomarinaceae","Idiomarina",""
"1916","D_3__Rhizobiales_D_4__A0839$d2cb2f7ccc2fda30dd4e7bfda9c22678",0,16,3.05505592661756e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839","",""
"1917","d3d87466814740288d851ab2aed28c15$Unassigned",0,16,3.05505592661756e-05,NA,"Unassigned","","","","","",""
"1918","D_3__Anaerolineales_D_4__Anaerolineaceae$d737d528e093619d307a9960ee79b9b6",0,16,3.05505592661756e-05,NA,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","",""
"1919","D_3__Paracaedibacterales_D_4__Paracaedibacteraceae$d8c3739e19aedee265e4849cdab6ac0f",0,16,3.05505592661756e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","",""
"1920","dcbc26c697cd0bd43ca026c926c14ed7$Unassigned",0,16,3.05505592661756e-05,NA,"Unassigned","","","","","",""
"1921","D_3__uncultured_bacterium_D_4__uncultured_bacterium$df170d1f4215118913fb4a4d0c8226c6",0,16,3.05505592661756e-05,NA,"Bacteria","Latescibacteria","","","","",""
"1922","e39c12db6610af9ed4ece943460a3b46$Unassigned",0,16,3.05505592661756e-05,NA,"Unassigned","","","","","",""
"1923","e434224e84d9d5fbce57419bfbcd572e$Unassigned",0,16,3.05505592661756e-05,NA,"Unassigned","","","","","",""
"1924","D_3__Oceanospirillales_D_4__Halomonadaceae$e80a8f8bfdd287283874b13b55b4fe1c",16,0,3.05505592661756e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",""
"1925","D_3__Candidatus_Zambryskibacteria_D_4__metagenome$effd9693c506aeba7fcba163cc93eebc",16,0,3.05505592661756e-05,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Zambryskibacteria","","",""
"1926","D_3__Kryptoniales_D_4__BSV26$f0ac6c8a5842bbdc830276a72e1f29a0",0,16,3.05505592661756e-05,NA,"Bacteria","Bacteroidetes","Ignavibacteria","Kryptoniales","BSV26","",""
"1927","D_3__uncultured_bacterium_D_4__uncultured_bacterium$f121cb981e01fe8a9638e22640634640",0,16,3.05505592661756e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"1928","Ambiguous_taxa_Ambiguous_taxa$fcd7e6231946056ed24ee56cfe2f07ed",0,16,3.05505592661756e-05,NA,"Bacteria","Chloroflexi","JG30-KF-CM66","","","",""
"1929","D_3__Flavobacteriales_D_4__Flavobacteriaceae$fe704b4923bc1a844464f5d5256e4974",0,15,2.86411493120396e-05,0.0213610055038076,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Formosa",""
"1930","D_3__Rhodobacterales_D_4__Rhodobacteraceae$e54914e1b614e928466a259407d36532",0,15,2.86411493120396e-05,0.00274614535119565,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"1931","D_3__Nitrospinales_D_4__Nitrospinaceae$f95b8514cb06df776c13f10d2022759d",0,15,2.86411493120396e-05,0.000698053256792743,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina",""
"1932","D_3__Microtrichales_D_4__Microtrichaceae$8e6b0b634afa67d98925a405d5c6ea45",0,15,2.86411493120396e-05,0.00155638363624963,"Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group",""
"1933","D_3__Planctomycetales_D_4__Gimesiaceae$cd0a615539db1a77818bc9af201eff7c",0,15,2.86411493120396e-05,0.000536816390879112,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Gimesiaceae","",""
"1934","D_3__Chitinophagales_D_4__Saprospiraceae$a222ffbb125f0acae892b16d3ca10873",0,15,2.86411493120396e-05,0.00050770417897804,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella",""
"1935","D_3__Rhodobacterales_D_4__Rhodobacteraceae$cfd8d6a29c2da27746a4a2985d7d289d",0,15,2.86411493120396e-05,2.23940091546709e-06,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"1936","D_3__uncultured_bacterium_D_4__uncultured_bacterium$01465888ba90aa428a06605bf5a6ed91",0,15,2.86411493120396e-05,NA,"Bacteria","Omnitrophicaeota","Omnitrophia","","","",""
"1937","D_3__Phycisphaerales_D_4__Phycisphaeraceae$070fe94fe571d84b412655dd95da90da",0,15,2.86411493120396e-05,NA,"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02",""
"1938","D_3__Oligoflexales_D_4__Oligoflexaceae$088b404b00bc4898cd5ca5939a39703b",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","",""
"1939","D_3__Planctomycetales_D_4__Schlesneriaceae$0a1e85d85a763e6f1e7bea8cc7863d39",0,15,2.86411493120396e-05,NA,"Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Schlesneriaceae","Schlesneria",""
"1940","D_3__Rickettsiales_D_4__SM2D12$0b620808c25ce388a6ab882c0d9aa42f",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"1941","D_3__Lactobacillales_D_4__Enterococcaceae$0bf4067db357d3e722673c58a2c4f9f6",0,15,2.86411493120396e-05,NA,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",""
"1942","0d51ae026cb4646e88c93ba1cc5c86cc$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1943","D_3__Rickettsiales_D_4__Rickettsiaceae$0db80c36782e8014e92a7df4b76c2b89",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","",""
"1944","17078d2d65e5863124f7621b2b2f4a49$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1945","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$19381a9b6024465e7d8a5c3fad746d27",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ramlibacter",""
"1946","D_3__Candidatus_Collierbacteria_D_4__uncultured_bacterium$19aa586433863e8c9c37724b1b4de5f5",0,15,2.86411493120396e-05,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus_Collierbacteria","","",""
"1947","D_3__uncultured$1e0955614d89169493534c76037c41b7",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"1948","D_3__Lineage_IV$205d0e9a0cf0a45e220a95c0c09bf9f4",0,15,2.86411493120396e-05,NA,"Bacteria","Elusimicrobia","Elusimicrobia","Lineage_IV","","",""
"1949","21f32a2588534fbcc17d0a04297b5673$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1950","2301a040b48a9d5c1757df99911126b7$Unassigned",15,0,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1951","D_3__Opitutales_D_4__Opitutaceae$23e8ac89bb21162c9ad260c1a5ec740e",0,15,2.86411493120396e-05,NA,"Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera",""
"1952","D_3__Pirellulales_D_4__Pirellulaceae$2589b2ef40447c97999be3b8f5fc0a40",0,15,2.86411493120396e-05,NA,"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pir4_lineage",""
"1953","D_3__Ignavibacteriales_D_4__Ignavibacteriaceae$2838e0fff065b7ce719351b0710bfa87",0,15,2.86411493120396e-05,NA,"Bacteria","Bacteroidetes","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Ignavibacterium",""
"1954","29bf2e79a5654a0e8a544ca315e8c595$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1955","D_3__Methylococcales_D_4__Methylomonaceae$2b06ce2c80bf0e71a274ba5aa5e5a91b",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonaceae","Methylovulum",""
"1956","D_3__Cytophagales_D_4__Microscillaceae$2c285087f5d311d9009cc03c8b24c1e1",0,15,2.86411493120396e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","",""
"1957","30d1eea07592fe2dda2cd3ae1cc515f6$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1958","31780a3138b931b9bfaeeb81829cfd15$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1959","D_3__Rickettsiales_D_4__Rickettsiaceae$326c0b98584196f5bf9e20d2fa802d1d",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","",""
"1960","D_3__Rhodobacterales_D_4__Rhodobacteraceae$374f732536f4eecb93bbc2a96c3bf6bb",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola",""
"1961","D_3__Betaproteobacteriales_D_4__Neisseriaceae$37e22076f312fc11461e335b1b733b39",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","",""
"1962","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$3fce16d0515fd68d7ce52ae014bbf898",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"1963","D_3__Babeliales_D_4__uncultured_bacterium$4005f3bf56cb62671691e429873dbf4f",0,15,2.86411493120396e-05,NA,"Bacteria","Dependentiae","Babeliae","Babeliales","","",""
"1964","D_3__Rhodothermales_D_4__Rhodothermaceae$4bb880ddd8d008dc61d32a08a8930589",0,15,2.86411493120396e-05,NA,"Bacteria","Bacteroidetes","Rhodothermia","Rhodothermales","Rhodothermaceae","",""
"1965","D_3__Methylococcales_D_4__Methylomonaceae$4c75424e555f91e7cc56f262acece4e5",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonaceae","Crenothrix",""
"1966","4cd8a9eaa3fe76d51c996a306baf1d90$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1967","D_3__uncultured_bacterium_D_4__uncultured_bacterium$4fa2a1ecb9e0047819ec6c1df41caa86",0,15,2.86411493120396e-05,NA,"Bacteria","FCPU426","","","","",""
"1968","56ce165b5b98e536e9537687f69d314b$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1969","D_3__Cytophagales_D_4__Spirosomaceae$575f3d97fdf233b2fec6a9747adda044",0,15,2.86411493120396e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter",""
"1970","D_3__Sphingomonadales_D_4__Sphingomonadaceae$5b1f7e58a935e2f28de141000d6868b5",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",""
"1971","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$5c2e836f3ceb3bc2da6545d1007e5b03",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",""
"1972","D_3__Vampirovibrionales_D_4__uncultured_bacterium$60082618ac9b992f57739617fd321fb9",0,15,2.86411493120396e-05,NA,"Bacteria","Cyanobacteria","Melainabacteria","Vampirovibrionales","","",""
"1973","63e8db3b410437ef5d886c285e1a489f$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1974","658193d4d075bb9553470228e4b29ab1$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1975","6ed7314438adab54569d580aae837bf7$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1976","D_3__uncultured_Ambiguous_taxa$77d4fd486f19b93bcfccea1b61894e21",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"1977","D_3__Phycisphaerales_D_4__Phycisphaeraceae$7dc84f0774ded77b5e394a22fb0574a5",0,15,2.86411493120396e-05,NA,"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02",""
"1978","80fd76f71b492ec6283fb5c3ff981737$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1979","D_3__CCM11a_D_4__uncultured_bacterium$82ee247447a46c4ef55994576eaa83b0",0,15,2.86411493120396e-05,NA,"Bacteria","Planctomycetes","Phycisphaerae","CCM11a","","",""
"1980","861b44e2806ca8a73c614f2202e07ff4$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1981","D_3__Myxococcales_D_4__mle1-27$8808dad73de2881bab4ea53fe30789a6",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","mle1-27","",""
"1982","D_3__Microtrichales_D_4__uncultured$88946b9f54029471a7ab602eb3a36b60",15,0,2.86411493120396e-05,NA,"Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","","",""
"1983","D_3__Betaproteobacteriales_D_4__Gallionellaceae$88a1dec4a145a73e0ffc51613078b67e",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Gallionellaceae","Ferriphaselus",""
"1984","8c0705b5c8ffbd66e06d11dd878f5922$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1985","8c2c1c0440b51525b30caad22a916b6e$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1986","D_3__Candidatus_Falkowbacteria$8ff3ac12d3acbaab8159fc6f10a17051",0,15,2.86411493120396e-05,NA,"Bacteria","Patescibacteria","ABY1","Candidatus_Falkowbacteria","","",""
"1987","D_3__Nitrospirales_D_4__Nitrospiraceae$92a6c6e48e7a0d22dca4232763b015f5",0,15,2.86411493120396e-05,NA,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",""
"1988","D_3__Myxococcales_D_4__P3OB-42$9b650875c2f9ef39203c6f26f574be9f",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","",""
"1989","D_3__uncultured_bacterium_D_4__uncultured_bacterium$9c1ef4dc495de99459a1dfe0ba6938b3",0,15,2.86411493120396e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"1990","a62cbcd51798a873941a641baefb6924$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1991","D_3__Gemmatimonadales_D_4__Gemmatimonadaceae$a7ca72e4b9e676c307418654512d9f44",0,15,2.86411493120396e-05,NA,"Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",""
"1992","D_3__Caulobacterales_D_4__Caulobacteraceae$aaaa42faa03d422227d9ae5efec9976d",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",""
"1993","addf25dd59d5285ce3c03ee1d5c25cb5$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1994","D_3__Oligoflexales_D_4__0319-6G20$af49cf3c12f4171ca1f5e4899368f313",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"1995","D_3__uncultured_bacterium_D_4__uncultured_bacterium$b042b878c585c0b5a3df47cc3b0d08a1",0,15,2.86411493120396e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"1996","D_3__Myxococcales_D_4__Phaselicystidaceae$b27b52a8bfd131538e2d111e36e0f315",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae","Phaselicystis",""
"1997","b3c41aaf65a8315b62d11a85bf2dde57$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"1998","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$ba0a81c7d80cf05d2bca9d49623f131a",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"1999","D_3__Erysipelotrichales_D_4__Erysipelotrichaceae$c2b5637db48526a53c2492ddc95c448e",0,15,2.86411493120396e-05,NA,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix",""
"2000","D_3__Methylomirabilales_D_4__Methylomirabilaceae$c3c65eece6f54a9b8869cedcca5b8ba1",0,15,2.86411493120396e-05,NA,"Bacteria","Rokubacteria","NC10","Methylomirabilales","Methylomirabilaceae","Candidatus_Methylomirabilis",""
"2001","D_3__Rickettsiales_D_4__SM2D12$c6c16573fa6c82b7d5c4a4f9a35d9ec8",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"2002","D_3__Flavobacteriales_D_4__Flavobacteriaceae$c7e0baccd98267bee969ae9d0f740b18",15,0,2.86411493120396e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",""
"2003","cacce0367fc5192747b392b49b366703$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"2004","D_3__Omnitrophales_D_4__Omnitrophaceae$cdeef3222059b56e69b38f94009b3566",0,15,2.86411493120396e-05,NA,"Bacteria","Omnitrophicaeota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus",""
"2005","cf94d89a0e729aa58615e5681c963865$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"2006","D_3__Betaproteobacteriales_D_4__Burkholderiaceae$cf9692391751158b675c78b6ec6e493b",15,0,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Comamonas",""
"2007","dd07a7b79be230d7d53e1a0b847fbb10$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"2008","D_3__Sphingobacteriales_D_4__NS11-12_marine_group$e29fe0428aa632fdd971c1e1a1cf6c9f",0,15,2.86411493120396e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","",""
"2009","e3313309db578612c3000565e845503d$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"2010","D_3__Cytophagales_D_4__Microscillaceae$e3b3a852dc762478ddc86ca1fc1e2dad",0,15,2.86411493120396e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","OLB12",""
"2011","D_3__Chitinophagales_D_4__Chitinophagaceae$ed2a577e323fb65e13ea121b4e34b232",0,15,2.86411493120396e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"2012","D_3__Obscuribacterales_D_4__uncultured_bacterium$f12aac5127b2889e4a0901e730c3a432",0,15,2.86411493120396e-05,NA,"Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales","","",""
"2013","D_3__Actinomarinales_D_4__uncultured$f1a3131858bf6f9e0b9996502bff023c",0,15,2.86411493120396e-05,NA,"Bacteria","Actinobacteria","Acidimicrobiia","Actinomarinales","","",""
"2014","D_3__uncultured_bacterium_D_4__uncultured_bacterium$f24f6340cf2dea41c2820deb1f7c816d",0,15,2.86411493120396e-05,NA,"Bacteria","Planctomycetes","OM190","","","",""
"2015","D_3__Methylococcales_D_4__Methylococcaceae$f39c448657d942be1aaba3bd8169f714",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","",""
"2016","f3fa77994ff9ed6391ae4d15c3a9a725$Unassigned",0,15,2.86411493120396e-05,NA,"Unassigned","","","","","",""
"2017","D_3__Oligoflexales_D_4__0319-6G20$f4b07788f525a9fdaf636fdd48b69de9",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"2018","D_3__Bacteroidales_D_4__Tannerellaceae$f79e64d1311d9d6f49166eec07274e5a",0,15,2.86411493120396e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",""
"2019","D_3__Micavibrionales_D_4__Micavibrionaceae$f8a9745e7255360abb962c08bf9188b9",0,15,2.86411493120396e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","",""
"2020","D_3__Sphingomonadales_D_4__Sphingomonadaceae$75278b9ad87b4a3e9ab339d2fa6d00a2",0,14,2.67317393579036e-05,0.000479231795909958,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"2021","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$e9252fc69dafafee5219677a290150f9",0,14,2.67317393579036e-05,0.000461636503002717,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"2022","D_3__Pirellulales_D_4__Pirellulaceae$612b7a7af7f1c2ee272ce708e7748b42",0,14,2.67317393579036e-05,3.67901578969594e-05,"Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Blastopirellula",""
"2023","D_3__Cellvibrionales_D_4__Cellvibrionaceae$118e8d95478236a045f8cb283a613196",14,0,2.67317393579036e-05,1.43961487422885e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Aestuariicella",""
"2024","011bb34b6f5bdff4477b41d37e48eb85$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2025","D_3__Betaproteobacteriales_D_4__Nitrosomonadaceae$023788593b49613667c89eea982636b2",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","mle1-7",""
"2026","02893982cd50003e048f5a81ce7b4f92$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2027","06c63db985421b5e48645b781050c66c$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2028","07c7611d9a65a9aac824ebf39fe5be3e$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2029","D_3__Nitrospirales_D_4__Nitrospiraceae$13a53793e33da8a0d6adf4fe088378b0",0,14,2.67317393579036e-05,NA,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",""
"2030","D_3__Microtrichales_D_4__Ilumatobacteraceae$1a3175f1ccb55d6355986051da0b73cd",0,14,2.67317393579036e-05,NA,"Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter",""
"2031","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$1d3e7d2b635c70d1659499f6ad00a53d",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"2032","D_3__Rickettsiales_D_4__SM2D12$2442f2aec836b0b1b8192e893ddf566a",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"2033","24c0fe750cbac31b55d114edff9bb4be$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2034","D_3__Reyranellales_D_4__Reyranellaceae$253ac1d48e58f695afe85b05b3691d80",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","",""
"2035","D_3__Clostridiales_D_4__Lachnospiraceae$2543fdbf76ffddc2cf90b9d3e95a7a61",0,14,2.67317393579036e-05,NA,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerocolumna",""
"2036","D_3__Sphingobacteriales_D_4__env.OPS_17$265e82f62a18e2837db8bc71cacff325",0,14,2.67317393579036e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"2037","27e81dec154aee6deaa7233a8c35db4b$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2038","D_3__uncultured_D_4__uncultured_bacterium$2b1a644540b5249435ccc8519775532b",0,14,2.67317393579036e-05,NA,"Bacteria","Fibrobacteres","Chitinivibrionia","","","",""
"2039","D_3__Deferribacterales_D_4__Deferribacteraceae$2b890adf6d31868e664b5e6d2eaa8d91",0,14,2.67317393579036e-05,NA,"Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Seleniivibrio",""
"2040","D_3__Betaproteobacteriales_D_4__Nitrosomonadaceae$337dd8970886ce54a52b8374c959106e",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",""
"2041","34eaa474fb51f517b085eafe9f0abb18$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2042","371037c7f15820d1d2f479c3fb69abe4$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2043","377579041fa2b37a2bbfb2a3c1289626$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2044","D_3__Oligoflexales_D_4__0319-6G20$38c9955c181f794b4a6bf4af33d565c7",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"2045","3cf57f7eb8b70afe9e60e0ba42160f9c$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2046","D_3__uncultured_bacterium_D_4__uncultured_bacterium$3e7744e7a7875de9cf70b60b603c0bfd",0,14,2.67317393579036e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"2047","D_3__Bradymonadales_D_4__metagenome$41df85583be272f2730c71469acb93a9",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","","",""
"2048","D_3__Rickettsiales_D_4__SM2D12$43e0b2cd8affaf15197cf5ea5ae2f6cc",0,14,2.67317393579036e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"2049","D_3__Cytophagales_D_4__Spirosomaceae$443aea8d355da4bb10c66c4fb921fe24",0,14,2.67317393579036e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia",""
"2050","448449469ce7565b6d670ff59465e0af$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2051","49ecee639d078d04186f77da7f76e90b$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
"2052","4e0f0c6f3f8d913b89266bc161b05e58$Unassigned",0,14,2.67317393579036e-05,NA,"Unassigned","","","","","",""
