"","ASV","KOSMOS.D3.control1","KOSMOS.D3.control2","field_blank_mean_perc","envt_mean_perc","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"3052","b9b2f83f6936bcdba81809634c021194$Unassigned",0,6,1.14564597248158e-05,2.23940091546709e-06,"Unassigned","","","","","",""
"3053","D_3__Desulfobacterales_D_4__Desulfobulbaceae$a2d93ddaf30f11e35972a4f804e0abab",0,6,1.14564597248158e-05,7.03811716289658e-06,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","",""
"3054","$8abeeaa7720dcf2b90a9c6df220292b4",6,0,1.14564597248158e-05,4.15888741443889e-06,"Bacteria","Planctomycetes","OM190","","","",""
"3055","D_3__Pseudomonadales_D_4__Pseudomonadaceae$a6d3e3261c4450e34e6e6c67cc54b76d",0,6,1.14564597248158e-05,5.43854508042009e-06,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",""
"3056","c33e79621f8e1c1a50abfddd6d383d2f$Unassigned",0,6,1.14564597248158e-05,1.2796576659812e-06,"Unassigned","","","","","",""
"3057","D_3__Sphingobacteriales_D_4__Lentimicrobiaceae$b86107c9f0f873770fece664807c52c9",0,6,1.14564597248158e-05,9.59743249485897e-07,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","",""
"3058","D_3__uncultured_bacterium_D_4__uncultured_bacterium$003be721c5128ccff262d71614b64bc6",0,6,1.14564597248158e-05,NA,"Bacteria","BRC1","","","","",""
"3059","D_3__Rickettsiales_D_4__SM2D12$0215c688a6ed937a1c116e2049470b95",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"3060","02fbe08230a65036df320a2db467b274$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3061","036922f130f5bb4f165e443fa65500fb$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3062","D_3__Micrococcales_D_4__Micrococcaceae$045b635928c6200f2991e2ace29215a9",0,6,1.14564597248158e-05,NA,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","",""
"3063","D_3__Bacteroidales_D_4__Dysgonomonadaceae$048347f6194f9ed818eb5a52c5b5f70d",0,6,1.14564597248158e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum",""
"3064","05d7198254118a8a43e471a2c6e5b5ab$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3065","07741b23efcfed6238d5d68ca5bb1de9$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3066","0a669e1bc772ebdba6b5f1513cce46e6$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3067","D_3__Flavobacteriales_D_4__Flavobacteriaceae$0b6c763b16c3870096895a04eca3134a",6,0,1.14564597248158e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",""
"3068","0d8bfb5488cd9a6da3d7bd0d4e49f7f7$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3069","D_3__Sva0485$11f5257a1621d4763d0cad7388533550",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Sva0485","","",""
"3070","120bb8915395b0d9a1f4833b9537f561$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3071","D_3__Rhodobacterales_D_4__Rhodobacteraceae$146e15f0901f4d63129debfd171a46b1",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","",""
"3072","D_3__MBNT15_D_4__uncultured_bacterium$16be0412bc963600dcec70f16bd6f52a",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","MBNT15","","",""
"3073","1a204a3f72b94e376ba58827f3a27d83$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3074","D_3__Candidatus_Nomurabacteria$1af55affe450045477449bc5311ec8c4",0,6,1.14564597248158e-05,NA,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Nomurabacteria","","",""
"3075","D_3__Oligoflexales_D_4__0319-6G20$1b0398c4ae13335b236ac9f94a7cc512",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","",""
"3076","1b9e107dee842baf8ea2b0ca243c3636$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3077","D_3__uncultured_D_4__uncultured_bacterium$1bbb525701ebf64fc84e1e0b5da82fcb",0,6,1.14564597248158e-05,NA,"Bacteria","Nitrospirae","Thermodesulfovibrionia","","","",""
"3078","1c6f6c98513e025184cbed84778a329d$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3079","D_3__uncultured_D_4__uncultured_bacterium$1c86c7e95be39f32f7a3cf472bd0a51b",0,6,1.14564597248158e-05,NA,"Bacteria","Nitrospirae","Thermodesulfovibrionia","","","",""
"3080","D_3__Bacteroidales_D_4__Prolixibacteraceae$1dd5cc9effb5a1e1a945c46c648b30f7",0,6,1.14564597248158e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","WCHB1-32",""
"3081","D_3__Sphingomonadales_D_4__Sphingomonadaceae$205fe655efeef8b68b215b3dec10d16c",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",""
"3082","$20793777ee48b0055bba26a9454846a2",0,6,1.14564597248158e-05,NA,"Bacteria","Acidobacteria","Subgroup_5","","","",""
"3083","2148cb25bb3b30afd9ba2e65ce0ba82c$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3084","D_3__Enterobacteriales_D_4__Enterobacteriaceae$22eb050d9abac5bb620f4156ae6875cd",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Kluyvera",""
"3085","D_3__Cytophagales_D_4__Microscillaceae$2350459fc59f5b61d710814165b189f2",0,6,1.14564597248158e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","",""
"3086","24002f28410cdc8a5551f7c5da5c83fb$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3087","D_3__Saccharimonadales_D_4__uncultured_bacterium$24d5e65e6e7f38e7d7f427e387850098",0,6,1.14564597248158e-05,NA,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"3088","D_3__uncultured_bacterium_D_4__uncultured_bacterium$255f223b88b644a2e97504baee32364b",0,6,1.14564597248158e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"3089","2a61bdd1efd2b2d2e67ea051f519c430$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3090","D_3__Betaproteobacteriales_D_4__Nitrosomonadaceae$2b8c51a6a4b293599d45a7cdc6f4fcb2",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",""
"3091","$2c0645388d0d7ebef56e868acaeef2b2",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"3092","2cdcfcd326b010dbc175590535391a3b$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3093","D_3__MVP-88_D_4__metagenome$2ff87d8e3d4698c9baf3ab5b4029c44e",0,6,1.14564597248158e-05,NA,"Bacteria","Elusimicrobia","Elusimicrobia","MVP-88","","",""
"3094","30c42f40be98b15eaed16b7e15733b6d$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3095","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$31dc5d3a80d0adfd128686af3ee8dfe0",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"3096","32e9d66cff83d8e59eff8116a295f91e$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3097","D_3__Diplorickettsiales_D_4__Diplorickettsiaceae$38123362b105ba7e0c361e7709035e8b",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella",""
"3098","3a7c201dad47fd398747fddbdeeeb142$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3099","3a86851a7253db12b044d79b1af6fa8d$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3100","3c340e0ddb76d566d7121632cbb55745$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3101","D_3__Rhodospirillales_D_4__Rhodospirillaceae$3da0ef035d1b1089abc8c505d70a568c",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","",""
"3102","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$3f5cea9e518b3a756aacbc596ee7c387",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"3103","3f5f747069b9275e81bd94d74e450477$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3104","D_3__Myxococcales_D_4__mle1-27$3f6c7c1b6f30032e49833a4f427af37a",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","mle1-27","",""
"3105","D_3__Chitinophagales_D_4__Saprospiraceae$3fd530ce3e2687b9222aeac4e1ae90ab",0,6,1.14564597248158e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella",""
"3106","3ff9b93c90f83b4bd39337c77e233a4f$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3107","D_3__Caulobacterales_D_4__Caulobacteraceae$4029bd9d9eadb03d97bdb363d12295b7",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",""
"3108","$40b6ecda48bfb28fb30bd09cb1f3a84e",0,6,1.14564597248158e-05,NA,"Bacteria","Patescibacteria","Parcubacteria","","","",""
"3109","40fa6dda7aa0c665c5f4fb3953b34346$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3110","43e86b6a8140e6278ea65f66a508458a$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3111","D_3__RCP2-54_D_4__uncultured_bacterium$44598c292fc84a449dd3ac72b9a3a228",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","RCP2-54","","",""
"3112","$44a438f4cb7e49815db8d703c33f6981",0,6,1.14564597248158e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"3113","481350460a0e224810b3e30ff2b41fad$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3114","D_3__Ga0077536$4b3516bf6b0f09592461914147dd48fb",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Ga0077536","","",""
"3115","D_3__Sphingomonadales_D_4__Sphingomonadaceae$4df2e868bcd4deb00a11cb55cce86408",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"3116","5169a4af0fef5666ef3220bb49b3aff8$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3117","D_3__Sphingobacteriales_D_4__env.OPS_17$5316d527a4fe41a8fe7f9dd5c7b13208",0,6,1.14564597248158e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"3118","D_3__Corynebacteriales_D_4__Mycobacteriaceae$543fd7ced2c66e44a42d52e69ff2c0bf",0,6,1.14564597248158e-05,NA,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",""
"3119","D_3__Sphingomonadales_D_4__Sphingomonadaceae$5755e150828bb3915e3141fb6615dc1f",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"3120","D_3__Chitinophagales_D_4__Chitinophagaceae$575dae80889f16d5eb598ffbe41ab41c",0,6,1.14564597248158e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"3121","D_3__Ignavibacteriales_D_4__SM1H02$57ddd31833a2ccea612cf761cfda3f02",0,6,1.14564597248158e-05,NA,"Bacteria","Bacteroidetes","Ignavibacteria","Ignavibacteriales","SM1H02","",""
"3122","59660abf8c70403142f1a0c6475447c1$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3123","D_3__Sphingomonadales_D_4__Sphingomonadaceae$5a9da474aff8e8a8c02755b3cf481a69",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"3124","D_3__Myxococcales_D_4__Nannocystaceae$5c05e1712ee1135f305e8c36190bb132",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis",""
"3125","5c4ad1e6fcdd4aca1beb5c36e800c029$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3126","D_3__Micrococcales_D_4__Microbacteriaceae$5d1395ae8b60f999c7a4a6f3b872a0ed",6,0,1.14564597248158e-05,NA,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium",""
"3127","5d306861492d55c27854e2cbaa9f495a$Unassigned",6,0,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3128","D_3__Sphingobacteriales_D_4__env.OPS_17$5faec97ef3355c77fd3069fa156cd5ff",0,6,1.14564597248158e-05,NA,"Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"3129","D_3__Bdellovibrionales_D_4__Bdellovibrionaceae$623cacb37da00fc5389dbcc5c691f1b9",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",""
"3130","6698f9e7d54abf610d8f185726c19c02$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3131","672e3914e2c23371f7f40388d9222516$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3132","D_3__Lactobacillales_D_4__Enterococcaceae$67b388c65d379b8faa3b24f4916331ae",0,6,1.14564597248158e-05,NA,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",""
"3133","D_3__Desulfobacterales_D_4__Desulfobulbaceae$6fafbcc58294515157f8d6013e942b56",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulfurivibrio",""
"3134","D_3__Candidatus_Roizmanbacteria_D_4__uncultured_bacterium$708f8c64fa131e63c7c53d1dc35c81be",0,6,1.14564597248158e-05,NA,"Bacteria","Patescibacteria","Microgenomatia","Candidatus_Roizmanbacteria","","",""
"3135","D_3__uncultured_bacterium_D_4__uncultured_bacterium$70e72f3757c13d2356e59c950ca65971",0,6,1.14564597248158e-05,NA,"Bacteria","Omnitrophicaeota","","","","",""
"3136","73299ddfc98a7a27e0c93a6682c52617$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3137","D_3__Saccharimonadales_D_4__uncultured_bacterium$73309756a714d94c96c25de13e5e6af2",0,6,1.14564597248158e-05,NA,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"3138","D_3__Synergistales_D_4__Synergistaceae$779fd4badff096ff54d6d54ed3be8e5e",0,6,1.14564597248158e-05,NA,"Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","",""
"3139","D_3__Omnitrophales_D_4__Omnitrophaceae$78075760d890165a4c246ad902068687",0,6,1.14564597248158e-05,NA,"Bacteria","Omnitrophicaeota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus",""
"3140","D_3__Rickettsiales_D_4__SM2D12$78140878978aaa1cf33d375334d1885f",0,6,1.14564597248158e-05,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","",""
"3141","78405c2df409b5140aaed258c31cb0e5$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3142","7868466fd9754fa5e3f2e7221b6181cc$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3143","79b95a12568ac232e3e1f01a5c01d290$Unassigned",0,6,1.14564597248158e-05,NA,"Unassigned","","","","","",""
"3144","D_3__Thermoanaerobaculales_D_4__Thermoanaerobaculaceae$7a3ae077621eb39b768e83fe1bcd5eb5",0,6,1.14564597248158e-05,NA,"Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10",""
"3145","D_3__Candidatus_Komeilibacteria_Ambiguous_taxa$7adf56054d89b2702b03c8484af4810e",0,6,1.14564597248158e-05,NA,"Bacteria","Patescibacteria","ABY1","Candidatus_Komeilibacteria","","",""
