#OTUID	KOSMOS.D1.M1BS	KOSMOS.D1.MPBS	KOSMOS.D15.M1AS	KOSMOS.D15.MPAS	KOSMOS.D24.M1A	KOSMOS.D24.MPAS	KOSMOS.D32.M1AS	KOSMOS.D32.MPAS	KOSMOS.D36.M1AS	KOSMOS.D36.MPAS	KOSMOS.D42.M1AS	KOSMOS.D42.MPAS	KOSMOS.D48.M1AS	KOSMOS.D48.MPAS	KOSMOS.D8.M1AS	KOSMOS.D8.MPAS
D_3__Rhodobacterales_D_4__Rhodobacteraceae$3fe0a4b3ba6463e96643cd63a9c19019	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
D_3__Oceanospirillales_D_4__Nitrincolaceae$41b3e4a5db89a495be7bf609d9462fa6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
D_3__Alteromonadales_D_4__Shewanellaceae$4ccd47e204c45feeb6968778fb658d9f	0	0	0	0	0	0	9	0	0	0	7	0	0	0	0	0
D_3__Clostridiales_D_4__Lachnospiraceae$5cd3072c3003fc04508f020a57285638	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0
D_3__Pseudonocardiales_D_4__Pseudonocardiaceae$a5698044202b0c882c71e1c0ce8d1d5f	0	0	0	0	0	0	0	7	0	0	0	0	9	0	0	0
D_3__Oceanospirillales_D_4__Kangiellaceae$cd737e90872b4cca432b4b1d37fe2a0b	0	0	0	0	0	0	9	0	0	0	0	8	0	6	0	0
D_3__Anaerolineales_D_4__Anaerolineaceae$de6313edb70faab98200125ae030957c	0	0	0	0	0	4	0	5	0	3	0	9	0	0	0	0
D_3__Thiotrichales_D_4__Thiotrichaceae$eff4c90e6f950cce009775bd03d1f36f	0	0	0	0	0	3	0	6	0	0	0	6	0	0	0	6
D_3__uncultured_Firmicutes_bacterium_D_4__uncultured_Firmicutes_bacterium$ff1086930b2acb0f7471f7eaaabe66cb	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Calditrichales_D_4__Calditrichaceae$0058cd7a5bde701f6ff39f41f97a3a75	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0
D_3__Bacteroidales_D_4__Prevotellaceae$0430651b1a3643053fde2db0638fff6d	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0
D_3__Ignavibacteriales_D_4__PHOS-HE36$5e4c5ff753b0e808e6ebed8785776661	0	0	0	8	0	0	0	0	0	0	2	8	0	0	0	0
D_3__Chthoniobacterales_D_4__Terrimicrobiaceae$659ce457c8913ae38d040494c26dc0e4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Petrotogales_D_4__Petrotogaceae$6dbda7112a59cfec13596f997dc5126e	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$82e4c2915005e4b47b26debc423bc630	0	0	0	0	0	0	0	0	0	0	0	13	0	3	0	0
D_3__Betaproteobacteriales_D_4__Rhodocyclaceae$89c33ab9505b58f53dc5515cdecc0691	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$8ac86a98bf831cd180234b8a8452227c	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$8b15c5ce2b676a7a1c9c5d30edad28bb	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Spirochaetales_D_4__Spirochaetaceae$9a5d21cc0ec8d9f2eade6558bf19664c	0	0	0	8	0	0	0	6	0	0	0	4	0	0	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$9db12abd3c44371862c7a1ff782cbb8d	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	2
D_3__Clostridiales_D_4__Defluviitaleaceae$a6a858c0506aaa67341ef54813d55c4e	0	0	0	0	0	0	4	0	6	0	0	0	8	0	0	2
D_3__Bacteroidales_D_4__Marinilabiliaceae$a915278f379fe6297c2d73a219a87469	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0
D_3__Rhizobiales_D_4__Xanthobacteraceae$b62c9c2abf6d261439fa615d14533add	8	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
D_3__Chromatiales_D_4__Chromatiaceae$ba675842173a451ba5781c20259796b7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
D_3__Bacillales_D_4__uncultured$c063311a63f83ed4f1daa08e9a137390	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
D_3__Chitinophagales_D_4__Chitinophagaceae$e3a055af2046cdc5e964ad7b260adbec	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0
D_3__Coriobacteriales_D_4__Coriobacteriaceae$e59f7f32d00077463fdb007136831c16	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Thermoanaerobaculales_D_4__Thermoanaerobaculaceae$e6e58ff074cfe08ff143ac4cf33fbd18	0	0	0	2	0	0	0	0	0	8	0	3	0	5	0	0
D_3__Micrococcales_D_4__Microbacteriaceae$1bf5a669fc46b2d6dbcd937797ed7469	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
D_3__Cytophagales_D_4__Spirosomaceae$23a7cf7020b6f8119cbd226be252c671	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$389e60e13d3021a3e3dfd33a845e50c9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
D_3__Fusobacteriales_D_4__Fusobacteriaceae$433150beef3c190c3fd2ea7627a1734a	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Phormidesmiales_D_4__Phormidesmiaceae$4a3854a5e1f9342f8f537908dd69bb19	0	0	0	0	0	0	0	0	6	0	0	0	12	0	0	0
D_3__Micrococcales_D_4__Micrococcaceae$5581374746434e4a0263376849063deb	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
765d88da69ef056bb5951738945c711b$Unassigned	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
D_3__Ignavibacteriales_D_4__Melioribacteraceae$829115d8adba3444c4ab1f6d7b343f73	0	0	0	3	0	0	0	7	0	0	0	12	0	0	0	0
D_3__Vibrionales_D_4__Vibrionaceae$89287c0305a76528d8061afb72aae91e	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	0
D_3__uncultured_Firmicutes_bacterium_D_4__uncultured_Firmicutes_bacterium$90077668998a4538760c23f7893f2962	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
D_3__Reyranellales_D_4__Reyranellaceae$94fc85acf5bac6af90878024a881a8a0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	2	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$cc5c1bfcbe5342080a1536ff4fe92b7c	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
D_3__Sva0485_D_4__uncultured_bacterium$04714dede526b86ef87bb535f7ba5fe2	2	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0
D_3__Rhizobiales_D_4__Xanthobacteraceae$1154c7eddb1e93ad7f3beaa96b48cba9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Chitinivibrionales_D_4__Chitinivibrionaceae$139834da9423ad11614534202a5c9a8d	0	0	0	2	0	6	0	0	0	2	0	0	0	0	0	0
D_3__Fusobacteriales_D_4__Leptotrichiaceae$15cb190e6aafe573ff090d81051e1b7b	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
D_3__Cytophagales_D_4__Flammeovirgaceae$240349488e29e05a364c2882f67a8f6a	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
D_3__NRL2$2db3ee0efdb20bcdf39b9336613a5d98	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0
D_3__Pseudomonadales_D_4__Moraxellaceae$337624b94eedb54176d84efd5030a2ec	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Clostridiales_D_4__Peptostreptococcaceae$352c7503623ebc76aec67ccf64a7f4d4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Bacillales_D_4__Staphylococcaceae$37fdc2e31d7988365dc359ff06289143	0	0	0	0	3	0	0	0	3	0	0	6	0	0	5	0
D_3__Planctomycetales_D_4__Rubinisphaeraceae$3a588a4d5bef5c66d43844f939584ae8	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
D_3__Rhizobiales_D_4__Xanthobacteraceae$3b5eb6183f6a2e509cd847fe6525ac37	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Candidatus_Peribacteria_D_4__uncultured_bacterium$4d4cded7d378b8d36e9e15bb70d23247	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0
D_3__Mariprofundales_D_4__Mariprofundaceae$4da83ec77573e3118cb3cd3706542698	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$51c97d11d27f400723bbc88a412a06c6	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0
D_3__Alteromonadales_D_4__Psychromonadaceae$53d58253c2b0c75b918d2d1d942e335e	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Neisseriaceae$6b034f41727e04967d90a3d201207444	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Caulobacterales_D_4__Caulobacteraceae$6c6afd68677d4cf92723a4431b397a3d	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	0
D_3__Thiotrichales_D_4__Thiotrichaceae$80a253bd1a66c93b64d85b4a03c8b510	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	5
D_3__Aeromonadales_D_4__Aeromonadaceae$86db902477de09738711d03f7edbcc0d	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
D_3__Oceanospirillales_D_4__Endozoicomonadaceae$8a604b435ad255ca42348896f01f2a92	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__uncultured$8e20e81960ea264642b9292b35b96684	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0
D_3__Desulfarculales_D_4__Desulfarculaceae$add7681ee977580e028935ee65cca77f	0	0	0	0	0	2	0	0	0	6	0	2	0	5	0	3
D_3__Cellvibrionales_D_4__Cellvibrionaceae$baf417a2833d61ff54b297a25f3ec6f4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
D_3__Betaproteobacteriales_D_4__Rhodocyclaceae$c0e7d768839568f056c2f4b6c93c4e7c	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0
D_3__Syntrophobacterales_D_4__Syntrophobacteraceae$c1e341b61d374c7d22a7b1cf3a88d6c2	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0
D_3__Sphingomonadales_D_4__Sphingomonadaceae$c300f2d3864e793fca0277f6112cfd7a	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
D_3__Bacteroidales_D_4__Bacteroidaceae$c3367f41d47ad8e82a9303dd36c7feb3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
D_3__Clostridiales_D_4__Peptostreptococcaceae$e783866c41b987865ce0269559fb3eee	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Lactobacillales_D_4__Enterococcaceae$0443c0c234941c895be4d2c29314af67	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
D_3__Nitrosococcales_D_4__Nitrosococcaceae$0a9df643d2edbbf63749c39ba71e1753	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$16cc3aee368faa33a45f1eac9808b1db	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
D_3__Bacteroidales_D_4__Rikenellaceae$1783f3042657249abe649ee8b682eee0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Ambiguous_taxa_Ambiguous_taxa$20a6c2d6b75b6063debe532dfb6f93e6	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
D_3__Clostridiales_D_4__Ruminococcaceae$20ca80143752c520ef3d9a8b4595c6e3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Gammaproteobacteria_Incertae_Sedis_D_4__Unknown_Family$2679a55cffefd1794c3da00840fe416d	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
D_3__Frankiales_D_4__Geodermatophilaceae$34ac3759e670481b72e6fbaa233ca76d	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$38507ee5d3a6e2128180e9836db9db33	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
D_3__Caedibacterales_D_4__Caedibacteraceae$39a93faa926d41c184655d275112db46	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2
D_3__Arenicellales_D_4__Arenicellaceae$3f3e46910d4a54ffce3e56c04b02d20f	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$51f8052a335554d1976983201021c5a3	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Arenicellales_D_4__Arenicellaceae$53ce2b2f176e5b3160fcd6649283c2f3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
D_3__Candidatus_Collierbacteria_D_4__uncultured_anaerobic_bacterium$5654edfb88a86b4dad156664a6dbae1c	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$7091b29d817171682eac2f5325981bed	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	2
D_3__Flavobacteriales_D_4__Flavobacteriaceae$80a6c839601d011138e4636dfd623b67	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
D_3__Methylococcales_D_4__Methylomonaceae$86add6bac24f35161180af63372a2e82	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
D_3__Propionibacteriales_D_4__Nocardioidaceae$8b7f05acef62a2035e39d5282a59d914	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Alteromonadales_D_4__Colwelliaceae$90859ece74717f52ab88b7e2a19fd122	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$9bcd0ba37250463c769c3a25ac06e98a	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
D_3__Caldilineales_D_4__Caldilineaceae$a967804baca7313ac940792785a0e8ae	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$bf3ea25696eee23287730b22c2fd935a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_3__Streptosporangiales_D_4__Thermomonosporaceae$c55330d525b1f6473bba91bfd7f9cb75	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Alphaproteobacteria_Incertae_Sedis_D_4__Unknown_Family$d1a48212fc5f5128dd744562520eaf03	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
D_3__Cellvibrionales_D_4__Porticoccaceae$d3633e35b0a8c5c5e3f0dff4df214023	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Lactobacillales_D_4__Carnobacteriaceae$daf1a10e71c8d376fe31c38bc2627e8c	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
D_3__OPB56_D_4__uncultured_bacterium$e22478dc641a471cd340eea0241fa957	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
D_3__Myxococcales_D_4__PS-B29$e4c904a029c9049fac2623ee48b19353	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
D_3__Cytophagales_D_4__Cyclobacteriaceae$e553bfea7a971dff05e3739c9c336c5b	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
D_3__Bacteroidales_D_4__SB-5$e615074536a91d3e1bd8575a244f22dd	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
D_3__uncultured_Acidobacteria_bacterium_D_4__uncultured_Acidobacteria_bacterium$ea9b75ff1feb5b62de4986457a895770	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
D_3__Thiotrichales_D_4__Thiotrichaceae$ecf9db4a413bc83a33a26aa3431a1052	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
$edfda9488d00e3e54448ac6bd8d7c992	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
D_3__Mycoplasmatales_D_4__Mycoplasmataceae$f08509d3985e32fa80feba2a3bf8d44d	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
D_3__Rhizobiales_D_4__KF-JG30-B3$015033dc39512804aa3fb3fd11125197	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
D_3__Bifidobacteriales_D_4__Bifidobacteriaceae$021bc20f471ec4990e4750d3ddcaa902	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Chromatiales_D_4__Chromatiaceae$02702f93c6a170b00f4e7af0ce9ceafd	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Bacteroidales_D_4__Dysgonomonadaceae$054ae8217d12cf279e53b2a742c65e2c	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
D_3__uncultured_candidate_division_TA06_bacterium_D_4__uncultured_candidate_division_TA06_bacterium$07c1f593058d7b9e784733d5c786ffc1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
D_3__Clostridiales_D_4__Lachnospiraceae$0b35844b159360e10d59b1f5e63cf6be	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
D_3__Cloacimonadales_D_4__MSBL8$0d922154d54b165bfb4fd5d14e177562	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0
D_3__Desulfuromonadales_D_4__Desulfuromonadaceae$12feb346a63fee31f0f2058a0cb53df0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
D_3__Kryptoniales_D_4__BSV26$1a161fb51f6a17db9eda8923a4f86082	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobulbaceae$1ffc00157eb656c9978e0cb7591e5235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
D_3__Rhodospirillales_D_4__Magnetospiraceae$25b0812bb54e6bb54cb278b48f80b224	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
D_3__Euzebyales_D_4__Euzebyaceae$322bc1450b0e58a7ec16b7f10eff06e1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
D_3__Oceanospirillales_D_4__SS1-B-06-26$36dbb731fe0cec1f59d34a5e24816bcd	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
D_3__Synergistales_D_4__Synergistaceae$4586d7d425b096ab8d1a61b50c402565	0	0	0	3	0	4	0	0	0	2	0	0	0	0	0	0
D_3__Clostridiales_D_4__Clostridiaceae_1$496af452043df7a7241378f3c669b37d	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Bacillales_D_4__Planococcaceae$4ab8012d994930735556d1ac9ff4e61d	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Aquaspirillaceae$563d4534e068632e175b4d768d8d9a1a	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Chromatiales_D_4__Sedimenticolaceae$61efdc758caa7145c3ed536ca15738cd	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0
D_3__Rokubacteriales_D_4__uncultured_bacterium$63ada93b16e287d6fda767904144d8a6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$64919b598b1ac1eb4bc62e02ffeec5c2	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0
D_3__Thermoanaerobaculales_D_4__Thermoanaerobaculaceae$67e1761069be578a2151199a045409ac	0	0	0	4	0	5	0	4	0	0	0	0	0	0	0	0
D_3__Solirubrobacterales_D_4__67-14$7151da6f0c0d8abf8cdd16ca3940f227	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Nitrosomonadaceae$8f2e70da16a87e39ded0c3d7cce3e7d8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$97d7b4603e581d579dac63ce4d1252f9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
D_3__Myxococcales_D_4__MidBa8$ac6df7dac1dfe15c61f522cb527eae95	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
D_3__Deinococcales_D_4__Deinococcaceae$b7f08876fc76a9d0af53dad3a765762e	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
D_3__Babeliales_D_4__uncultured_bacterium$ca0e1fc762edef9edd5060cbc960d0c3	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0
D_3__Xanthomonadales_D_4__Xanthomonadaceae$caf3abe5d4bdad756194835b8f76aa6c	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$ceef106e4a6aa2dcba658f42b730622e	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Fusobacteriales_D_4__Fusobacteriaceae$d094ff26d5d3086db6de43e87338e5b3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Kordiimonadales_D_4__Kordiimonadaceae$d71c8019994812a294a59b989108921f	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
D_3__EPR3968-O8a-Bc78_D_4__uncultured_marine_bacterium$eda6e6e7f84d22ff45ba40c3ffe37e6a	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$0079c55cb978a84ffd28c13533da3f91	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Gemmatimonadales_D_4__Gemmatimonadaceae$03fd3cac82bd7f248614fc2f55e05753	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Bacteroidales_D_4__Prolixibacteraceae$049e0b67f78bfe70e6420033c5568d4a	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
D_3__Micrococcales_D_4__Micrococcaceae$086889c6dd63e95061b51b3745e6c6c2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$0ff896902aff44abb1c34eff20bfc56d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_3__Victivallales_D_4__BD2-3$15b2f607fe1936cd7c006baeb9415bf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_3__Betaproteobacteriales_D_4__Methylophilaceae$16e4ad9702ad3650a228d43eac1852d4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$28084cadbce2baf147e56f9a50b45ee1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
D_3__Microtrichales_D_4__Microtrichaceae$2dfbcaa754f1e8400a2766069ab160ec	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2
D_3__Diplorickettsiales_D_4__Diplorickettsiaceae$323f197f084f5a00bbfdfa58295916b8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Candidatus_Wolfebacteria$3ba94ec507ffe854f17a20fd424fcac9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
D_3__Oceanospirillales_D_4__Saccharospirillaceae$4bd24bf6b59fd83e9cbfef481c459837	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Clostridiales_D_4__Family_XIII$4dce47e9d4450cdf55bb458d75326b93	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Rhodocyclaceae$5296cdc9ebe23455ff5a68136a56c845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
D_3__Spirochaetales_D_4__Spirochaetaceae$583b818c2d2f4bdbf4a9d8b688e1b7a7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
D_3__Alteromonadales_D_4__Pseudoalteromonadaceae$583ebf9b0655405647afd3be5585d0eb	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Azospirillales_D_4__uncultured$5b8c6cfa441a128a11c911c88de84dff	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Caulobacterales_D_4__Hyphomonadaceae$69c18e0b44274289dcca1dd27479f43d	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$6e9f4dd3d54af71cce72dc7953b1bf7e	0	3	0	3	0	0	0	0	0	0	0	2	0	0	0	3
D_3__Bacteroidales_D_4__Marinifilaceae$70fe44366ffd4e7947e548733d8fc80b	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Rhizobiales_D_4__Rhodobiaceae$71afebc3598bf3563d139b7a3fcc1140	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Deltaproteobacteria_Incertae_Sedis_D_4__Unknown_Family$778056243184fe4168bad9453ead7803	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Clostridiales_D_4__Gracilibacteraceae$7ae5f767c0eb8af9b54277fafde7eaab	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Clostridiales_D_4__Clostridiaceae$7c7a36371bf50812e7b3a033e134d501	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
D_3__Caulobacterales_D_4__Hyphomonadaceae$7ea4c77b018093fdbb4ba8fea7c1064e	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$81033a3485992f684442998243898109	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Opitutales$8142fbccd5fe855ce7762c211f9af48b	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0
D_3__Bacteroidales_D_4__Prolixibacteraceae$87731e90d2b4b00782886a444f89c6b6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobulbaceae$8c7f51cf341c9555a7b841e1986b60bd	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0
D_3__Selenomonadales_D_4__Acidaminococcaceae$90f9701065f9490be5477f0f1da38ae7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$93e632912ba1e442259fc1d20432cc0e	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	3
D_3__Clostridiales_D_4__Ruminococcaceae$94853e3b6153a74964211c6742d609e1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__Pseudonocardiales_D_4__Pseudonocardiaceae$983406f8552369c95d489286009c44d9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
D_3__Propionibacteriales_D_4__Nocardioidaceae$a2b4dea1b702cf84d0f03288c8e10981	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
D_3__Chitinophagales_D_4__uncultured$b7d3f657dc2df27afee054cb25ed94da	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$c28441c308609c40dcec02c1e3cc738b	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
D_3__Candidatus_Beckwithbacteria_D_4__uncultured_bacterium$ce0238f7d91ef5eca5e43b34cdf3ff48	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
