asv,KOSMOS-D1-M1BS,KOSMOS-D1-MPBS,KOSMOS-D15-DW2,KOSMOS-D15-M1AS,KOSMOS-D15-MPAS,KOSMOS-D24-M1A,KOSMOS-D24-MPAS,KOSMOS-D3-control1,KOSMOS-D3-control2,KOSMOS-D32-M1AS,KOSMOS-D32-MPAS,KOSMOS-D36-M1AS,KOSMOS-D36-MPAS,KOSMOS-D42-M1AS,KOSMOS-D42-MPAS,KOSMOS-D48-M1AS,KOSMOS-D48-MPAS,KOSMOS-D8-DW1,KOSMOS-D8-DW2,KOSMOS-D8-M1AS,KOSMOS-D8-MPAS,taxonomy
82b6f815ae97be902009d60a863e55e8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__SAR202 clade;D_4__uncultured Thermomicrobium sp.;D_5__uncultured Thermomicrobium sp.;D_6__uncultured Thermomicrobium sp.
c4cccf8e945eff107188d75ccd30a906,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__uncultured;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
f6d98551b09bb162289cc7f482c3a948,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__IMCC26256;D_4__metagenome;D_5__metagenome;D_6__metagenome
3c6dc0bd75be7cb1d82d5fe96f73ec85,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Omnitrophicaeota;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
93e46e87c7109481d4ad55af8aeb44a1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
be8d7fac6aaed335360b9a53cd7a7c22,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Planctomycetes;D_2__vadinHA49;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
964d73547bf240c2dfd552c6ef345ff5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
434d3f14a917165ba0c8abce0453ac97,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
a8ffe9b82fe998e124c0ef5feac44e46,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Maritimimonas
e1ed20fe85e820389e8d6412f54aef2a,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Moranbacteria;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
243aca23da80f0fb8bb8883a09632f93,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
47402bd5e0ca60e9e86910dddbc66749,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
64a47a8cf2b8191e562f521ecb81f56f,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Patescibacteria;D_2__ABY1;D_3__Candidatus Magasanikbacteria;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
0a589360a598143419f127cb4819f06f,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
efa308b53c6d7599b4def4c1e1d5f43d,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia
cb2b0216004632a7749ca215c2943fe1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__MD2904-B13;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
5e7d5a1f5da4eb00d669c8173fb2e3c7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales;D_4__uncultured;D_5__uncultured bacterium;D_6__uncultured bacterium
439eb6c688367c20023cc04d7eeedf9f,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
3108bad05b7e790cd379e793fc1209c5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
8de7bc74217ba2357f6e45bcf5a09909,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Rhodocyclaceae;D_5__uncultured
b634a05adccb7fb18d6b290a1e575515,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Chitinophagaceae;D_5__uncultured;D_6__uncultured bacterium
28ab8cae04fa34d16dca11fb97c82d9c,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
6aae948bd8b73f68f90f51c99836cae4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
5fb003c69cf1a37ea9bd4f3c6d817072,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Portnoybacteria
45e8cf349a27489d461945440524eaf7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Methylococcales;D_4__Methylococcaceae;D_5__Methyloparacoccus;D_6__uncultured bacterium
c6a5a0612086fbeb2f9862ee48802976,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
bb781b1b743e803e52ef5d03f93c4283,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Omnitrophicaeota;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
92900e86b871bdbfd67090b77cc053a1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
daf8fa5b77d30380c9e42bdb8bd287d1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Daviesbacteria;D_4__uncultured Microgenomates group bacterium;D_5__uncultured Microgenomates group bacterium;D_6__uncultured Microgenomates group bacterium
c37dc04ddcce3580620e0df1607c65a4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
27395fa8068892252c4bb9b23fa61909,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Magnetospiraceae;D_5__uncultured
a98b33ee5d11eddcc94f2cd2afcc9213,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caedibacterales;D_4__Caedibacteraceae;D_5__Candidatus Nucleicultrix;Ambiguous_taxa
c98c82a2b12621a63e9f5f657689f0eb,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Spirosomaceae;D_5__Emticicia
999238434ba3d9226a0793c462ee2bfe,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
22fa6e5c59dd6d0c11269e83aff828ce,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
821d4394267d324624a94c41c8a1bf16,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Spirosomaceae;D_5__Spirosoma;D_6__unidentified
f6fbf060122820613085304da7ef77ea,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
408925705d6a0d1139d949d7c43cc634,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiales Incertae Sedis;D_5__uncultured
edb9125c21d880d03f5fcf84add4f349,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
1becba40ca7567cd9336fcaa3b2efed0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Omnitrophicaeota;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
81cbe1c4473cde52efc1fac6a4600669,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__Kryptoniales;D_4__BSV26;D_5__uncultured bacterium;D_6__uncultured bacterium
c139b0bd80b14246609ecde435827df6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__Dehalococcoidales;D_4__Dehalococcoidaceae;D_5__Dehalococcoides
f78156cd6fbc502cf41876c957b2c0f2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
6e09d626d90ab80a5bf27abf896ad389,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Legionellales;D_4__Legionellaceae;D_5__uncultured;D_6__uncultured gamma proteobacterium
f20f8e01f0de76fef2f3af4b1310feb1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Marinifilaceae;D_5__Odoribacter;D_6__uncultured bacterium
75adb78489683cbb3fb2ee8bd09885c0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Omnitrophicaeota;D_2__uncultured bacterium;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
259a4117690b7cb57bb4163a29ce7e68,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Anaerolineales;D_4__Anaerolineaceae;D_5__uncultured;D_6__uncultured Chloroflexi bacterium
f862e8c83f21841af3c5e904570dec50,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Gimesiaceae;D_5__uncultured;D_6__uncultured bacterium
e1eb5e055e0d81c9b6a6ef3ffc48bffb,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
c950478989db6962fa0ae6e5d91aba93,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
1e51b47624da2812a044123d604bd048,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
bb74498c11cac95d2783f0bbce7d14c6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Brennerbacteria;D_4__Parcubacteria group bacterium GW2011_GWA2_42_14;D_5__Parcubacteria group bacterium GW2011_GWA2_42_14;D_6__Parcubacteria group bacterium GW2011_GWA2_42_14
39adba9c687c40324cf9b185f2c736b3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Caulobacteraceae;D_5__Phenylobacterium
af372d06a7ccc1a6edfc61aadfdd6c7e,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caedibacterales;D_4__Caedibacteraceae;D_5__Candidatus Nucleicultrix
b74aed53f8ef2fda4eb01882358942ae,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Planctomycetes;D_2__OM190;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
ec5136fc06bc3ba9f4238f74971be383,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
0a385b22c370977310ffb3ebb2347327,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Oxalobacter
cd044cebb31a1a588973c8c607fe7751,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptostreptococcaceae
b834beec48aaeddeed405b26838170e3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__Gemmata;D_6__uncultured bacterium
6d912ef8b1534d9e3804c3f36e08e91d,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Armatimonadetes;D_2__Chthonomonadetes;D_3__Chthonomonadales
a194c90b4039d45d9d95ccea135ef724,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
e4b2a831a73d94fc4b298d879f58e2ee,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
deb740d44b6f27997842f3a6f8ee59b1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
76fc9a164429873a95d5dbd520262cb6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
26a1f0dd946dcc9839fca7a13321e25f,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
bc9e43c050e2e26e686d1dc5f69a71ff,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
b1c4f3b6d7ea7b01c921a08c35898388,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
ea68bf3f877e023cf6e9b910ee05b227,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Legionellales;D_4__Legionellaceae;D_5__Legionella
80a8735441c322a05b77d673780caa4c,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
95a600673e399b99ac003c92deb943a5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Hydrogenedentes;D_2__Hydrogenedentia;D_3__Hydrogenedentiales;D_4__Hydrogenedensaceae
baaf3b937fe34ca38a76933a7f318143,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
dcb4cfec465fa0bc523875bdb8be19fa,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
ee082d4be002397735afbf04936a39f0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bacteriovoracaceae;D_5__Peredibacter
35e0fbcb5955b6e8a19770472a1f4c30,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1)
5170718704247c3bba068e42898f9a48,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
fea6b55a64933de83bc9ddf959a41875,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__SM1A02;D_6__uncultured bacterium
e5bcb9ac990162d4fab9f30909b59b3c,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__Bdellovibrio;D_6__uncultured bacterium
1e76e75fa52fca5a92f5ae94d8f4ad55,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Rhodobacter;D_6__uncultured alpha proteobacterium
e5954e1dc24fbbb638667abdec9b3f18,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__Candidatus Peribacteria;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
b10873260c38770dc094b29d98f4ac62,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
713972fa69a914926b09daf36379f98b,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
148bd7f86a1e2a3aaa314e9a9660e9ee,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__Rickettsiaceae;D_5__uncultured
e9212b75b1b797299cc08bb6aa5141de,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__Bdellovibrio;D_6__uncultured bacterium
80f849e5b129152cfa3f31c55ead9ff4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria
8141d4b86fb6ad62563d53e07bd317a1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
82685df691c78d63bcc4f3bfaebd2281,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Pirellula;D_6__uncultured bacterium
ddf26375f99148ad2ff9f44ec63b8691,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Cyanobacteria;D_2__Sericytochromatia
afbb1f8e066a5d4676c3a35627081aa9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__DEV007
9a6f0fae133406e21ad552e538b78ae0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
d5ffdc5ba3f2eed774db663a1acea6ab,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Rhodocyclaceae;D_5__Denitratisoma
ad095e53da4522b16bcc18614c0e29f4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
5633863ab4d07d23d319bd75edd17be6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__Haliangiaceae;D_5__Haliangium;D_6__uncultured bacterium
6b788f5af875a6be7270348ba0b39ae8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Elusimicrobia;D_2__Elusimicrobia;D_3__Lineage IV
c994a75922f0eebf8d1017757f238651,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Magnetospiraceae;D_5__uncultured;D_6__uncultured bacterium
3bd2c63f9da2b02dbc05fc657be8af99,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
6add50eb8c7d8aa52b5a332c9b6e1800,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
ff1186484dc20a4af8cce84d9ffbb1be,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
43de2f23963b433c7cc1cedca2de7b84,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
3673b7008fccfd171ef52dd89e3ac575,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sneathiellales;D_4__Sneathiellaceae;D_5__uncultured;D_6__uncultured bacterium
7bef3d4978d591d6d4bcd4a28808f025,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
584dbc324e693275d7e84e8a77ea9ad4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
b4ce62e8d9cca533880c7919d9c97d8c,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__Gemmata;D_6__uncultured bacterium
7a847110f84b1e44a68769be9213539e,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria
2c2c64ed411d2c255596f523b9de0e2e,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__uncultured;Ambiguous_taxa
85a702064bb79550ad9dc8b585e8807b,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
b4c1c2ef1397f73a0953d6201b36002c,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Myxococcales;D_4__BIrii41
d67d80fbceb2b3c87140f8d9d1227723,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
8b8604797dece5238e6f7ebf79dfbd46,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae;D_5__CL500-29 marine group
17256ecfc0c47df9c7e8dfa7dd020796,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Omnitrophicaeota
253ecacf319ad16156ff0fc9d228ce26,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
b37d7eab5be1f3a4243a237efc946d38,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
7835582e6aed6322cb10f7c3e9bc3dc2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae
5e48c72689d64c5b0b49a3527472c801,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
78e544396b5e05c6afed086b286412ed,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
05d0e3b7c477660b63b301dc3bbff34c,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Nitrospirae;D_2__Thermodesulfovibrionia;D_3__uncultured
b8436e57fc33559cc8c982a53d02ba6f,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Bacteroidales;D_4__Dysgonomonadaceae;D_5__uncultured;D_6__bacterium PH5-43
ce7077544a4992765977f7677d909b13,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
7de8f56550c3dc46634b10a682783554,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Dadabacteria;D_2__Dadabacteriia;D_3__Dadabacteriales;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium
a55b62cd3dd921cea4058b0612426706,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
eaa3a0c760bd56e02c4b71d795d92a50,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales;D_4__Micavibrionaceae;D_5__uncultured
abe15df8203cdc80f934009698229654,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Desulfobacterales;D_4__Desulfobacteraceae;D_5__uncultured
ba27228203c1e8a6f432d4bf295c92bd,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
